model,tp,fn,fp,tn,tpr,recall,sensitivity,fnr,fpr,tnr,prevalence,accuracy,f1,total_rows,total_matches
M4-RF(1200|leaf=2|mtry=sqrt),283,139,139,8499,0.6706161137440758,0.6706161137440758,0.6706161137440758,0.3293838862559242,0.016091687890715443,0.9839083121092845,0.04657836644591611,0.9693156732891832,0.6706161137440758,9060,422
