model,tp,fn,fp,tn,tpr,recall,sensitivity,fnr,fpr,tnr,prevalence,accuracy,f1,total_rows,total_matches
M2-Binomial(loglog),288,134,134,8504,0.6824644549763034,0.6824644549763034,0.6824644549763034,0.3175355450236967,0.015512850196804815,0.9844871498031952,0.04657836644591611,0.9704194260485651,0.6824644549763034,9060,422
