model,tp,fn,fp,tn,tpr,recall,sensitivity,fnr,fpr,tnr,prevalence,accuracy,f1,total_rows,total_matches
M2-Binomial(cauchit),258,164,164,8474,0.6113744075829384,0.6113744075829384,0.6113744075829384,0.3886255924170616,0.01898587636026858,0.9810141236397314,0.04657836644591611,0.9637969094922737,0.6113744075829384,9060,422
