x,effect
-0.3175903325097395,-0.9007841917964345
-0.3175903325097395,-0.9007841917964345
-0.3175903325097395,-0.9007841917964345
-0.3175903325097395,-0.9007841917964345
-0.3175903325097395,-0.9007841917964345
-0.3175903325097395,-0.9007841917964345
-0.3175903325097395,-0.9007841917964345
-0.3175903325097395,-0.9007841917964345
-0.3175903325097395,-0.9007841917964345
-0.3175903325097395,-0.9007841917964345
-0.3175903325097395,-0.9007841917964345
-0.3175903325097395,-0.9007841917964345
-0.3175903325097395,-0.9007841917964345
-0.3175903325097395,-0.9007841917964345
-0.3175903325097395,-0.9007841917964345
-0.3175903325097395,-0.9007841917964345
-0.3175903325097395,-0.9007841917964345
-0.3175903325097395,-0.9007841917964345
-0.3175903325097395,-0.9007841917964345
-0.3175903325097395,-0.9007841917964345
-0.3175903325097395,-0.9007841917964345
-0.3175903325097395,-0.9007841917964345
-0.3175903325097395,-0.9007841917964345
-0.3175903325097395,-0.9007841917964345
-0.3175903325097395,-0.9007841917964345
-0.3175903325097395,-0.9007841917964345
-0.3175903325097395,-0.9007841917964345
-0.3175903325097395,-0.9007841917964345
-0.3175903325097395,-0.9007841917964345
-0.3175903325097395,-0.9007841917964345
-0.3175903325097395,-0.9007841917964345
-0.3175903325097395,-0.9007841917964345
-0.3175903325097395,-0.9007841917964345
-0.3175903325097395,-0.9007841917964345
-0.3175903325097395,-0.9007841917964345
-0.3175903325097395,-0.9007841917964345
-0.3175903325097395,-0.9007841917964345
1.251312836813183,-1.1425348097495729
1.251312836813183,-1.1425348097495729
1.251312836813183,-1.1425348097495729
1.251312836813183,-1.1425348097495729
