x,effect
0.0,2.7848155135723642
0.0,2.7848155135723642
0.0,2.7848155135723642
0.0,2.7848155135723642
0.0,2.7848155135723642
0.0,2.7848155135723642
0.0,2.7848155135723642
0.0,2.7848155135723642
0.0,2.7848155135723642
0.0,2.7848155135723642
0.0,2.7848155135723642
0.0,2.7848155135723642
0.0,2.7848155135723642
0.0,2.7848155135723642
0.0,2.7848155135723642
0.0,2.7848155135723642
0.0,2.7848155135723642
0.0,2.7848155135723642
0.0,2.7848155135723642
0.0,2.7848155135723642
0.0,2.7848155135723642
0.0,2.7848155135723642
0.0,2.7848155135723642
0.0,2.7848155135723642
0.0,2.7848155135723642
0.0,2.7848155135723642
0.0,2.7848155135723642
0.0,2.7848155135723642
0.0,2.7848155135723642
0.0,2.7848155135723642
0.0,2.7848155135723642
0.0,2.7848155135723642
0.0,2.7848155135723642
0.0,2.7848155135723642
0.0,2.7848155135723642
0.0,2.7848155135723642
0.0,2.7848155135723642
0.0,2.7848155135723642
0.0,2.7848155135723642
0.0,2.7848155135723642
0.0,2.7848155135723642
