x,effect
0.0,-5.283033819839439
0.0,-5.283033819839439
0.0,-5.283033819839439
0.0,-5.283033819839439
0.0,-5.283033819839439
0.0,-5.283033819839439
0.0,-5.283033819839439
0.0,-5.283033819839439
0.0,-5.283033819839439
0.0,-5.283033819839439
0.0,-5.283033819839439
0.0,-5.283033819839439
0.0,-5.283033819839439
0.0,-5.283033819839439
0.0,-5.283033819839439
0.0,-5.283033819839439
0.0,-5.283033819839439
0.0,-5.283033819839439
0.0,-5.283033819839439
0.0,-5.283033819839439
0.0,-5.283033819839439
0.0,-5.283033819839439
0.0,-5.283033819839439
0.0,-5.283033819839439
0.0,-5.283033819839439
0.0,-5.283033819839439
0.0,-5.283033819839439
0.0,-5.283033819839439
0.0,-5.283033819839439
0.0,-5.283033819839439
0.0,-5.283033819839439
0.0,-5.283033819839439
1.0,5.681951199877398
1.0,5.681951199877398
1.0,5.681951199877398
1.0,5.681951199877398
1.0,5.681951199877398
1.0,5.681951199877398
1.0,5.681951199877398
1.0,5.681951199877398
1.0,5.681951199877398
