x,effect
0.0,-0.04196285384399702
0.0,-0.04196285384399702
0.0,-0.04196285384399702
0.0,-0.04196285384399702
0.0,-0.04196285384399702
0.0,-0.04196285384399702
1.0,-0.4027353414512455
1.0,-0.4027353414512455
1.0,-0.4027353414512455
1.0,-0.4027353414512455
1.0,-0.4027353414512455
1.0,-0.4027353414512455
1.0,-0.4027353414512455
2.0,-0.6237121716024515
2.0,-0.6237121716024515
2.0,-0.6237121716024515
2.0,-0.6237121716024515
3.0,-0.6781529674164686
3.0,-0.6781529674164686
4.0,-0.5766045206626775
4.0,-0.5766045206626775
4.0,-0.5766045206626775
5.0,-0.3522125553601448
5.0,-0.3522125553601448
6.0,-0.10369331358086743
6.0,-0.10369331358086743
7.0,0.057401867163647036
7.0,0.057401867163647036
8.0,0.09078466855656785
8.0,0.09078466855656785
8.0,0.09078466855656785
9.0,-0.0035717433986209093
9.0,-0.0035717433986209093
10.0,-0.13972435810810024
10.0,-0.13972435810810024
11.0,-0.19877805795329362
11.0,-0.19877805795329362
12.0,-0.15767423819247517
13.0,-0.05116250430592983
14.0,0.06051364848004795
16.0,0.03913987598602586
