x,effect
0.0,0.4015878486169897
0.0,0.4015878486169897
0.0,0.4015878486169897
0.0,0.4015878486169897
0.0,0.4015878486169897
0.0,0.4015878486169897
0.0,0.4015878486169897
0.0,0.4015878486169897
0.0,0.4015878486169897
0.0,0.4015878486169897
0.0,0.4015878486169897
0.0,0.4015878486169897
0.0,0.4015878486169897
1.0,0.4816491258521119
1.0,0.4816491258521119
1.0,0.4816491258521119
1.0,0.4816491258521119
2.0,0.560902733368631
2.0,0.560902733368631
2.0,0.560902733368631
2.0,0.560902733368631
3.0,0.6247030349024495
3.0,0.6247030349024495
3.0,0.6247030349024495
4.0,0.6397195468757654
4.0,0.6397195468757654
4.0,0.6397195468757654
5.0,0.5688167362364769
5.0,0.5688167362364769
6.0,0.3754734081840531
6.0,0.3754734081840531
7.0,0.11157895206186721
7.0,0.11157895206186721
8.0,-0.0459346105773599
8.0,-0.0459346105773599
9.0,-0.047882996125017924
10.0,0.009839544541961082
11.0,0.08848936444923529
12.0,0.19634962732376904
13.0,0.30022954978411487
15.0,0.32674286211117415
