x,effect
0.0,-3.7083670395293162
0.0,-3.7083670395293162
0.0,-3.7083670395293162
0.0,-3.7083670395293162
0.0,-3.7083670395293162
0.0,-3.7083670395293162
0.0,-3.7083670395293162
0.0,-3.7083670395293162
0.0,-3.7083670395293162
0.0,-3.7083670395293162
0.0,-3.7083670395293162
0.0,-3.7083670395293162
0.0,-3.7083670395293162
0.0,-3.7083670395293162
0.0,-3.7083670395293162
0.0,-3.7083670395293162
0.0,-3.7083670395293162
0.0,-3.7083670395293162
0.0,-3.7083670395293162
0.0,-3.7083670395293162
0.0,-3.7083670395293162
0.0,-3.7083670395293162
0.0,-3.7083670395293162
0.0,-3.7083670395293162
0.0,-3.7083670395293162
1.0,4.107284381032571
1.0,4.107284381032571
1.0,4.107284381032571
1.0,4.107284381032571
1.0,4.107284381032571
1.0,4.107284381032571
1.0,4.107284381032571
1.0,4.107284381032571
1.0,4.107284381032571
1.0,4.107284381032571
1.0,4.107284381032571
1.0,4.107284381032571
1.0,4.107284381032571
1.0,4.107284381032571
1.0,4.107284381032571
1.0,4.107284381032571
