mean_p,obs,n
9.699999809307898e-10,0.01,1900
1.650636121191186e-05,0.008557457212713936,818
0.0012237553045209453,0.0,906
0.04119758282001534,0.03944444444444444,3600
0.0476117352438013,0.04834905660377359,848
0.04999521348636806,0.0498812351543943,421
0.3723875469683828,0.3386243386243386,567
