mean_p,obs,n
7.081703482594692e-10,0.0,910
8.730135508450618e-10,0.0,911
1.019095458427046e-09,0.0,904
1.2525619443123411e-09,0.0,904
6.5062544824121795e-09,0.0,901
2.3080329810365112e-06,0.0,906
9.983765787791905e-05,0.002207505518763797,906
0.002708006553169184,0.005518763796909493,906
0.05053137522872064,0.03642384105960265,906
0.41244212666029323,0.4216335540838852,906
