mean_p,obs,n
2.373393244679029e-05,0.0,906
5.2157663643429824e-05,0.0,906
9.832089651203267e-05,0.0,906
0.000249733622198053,0.0,906
0.0008190778769423923,0.0,906
0.0019145649660406723,0.0,906
0.004136958637615161,0.002207505518763797,906
0.010830038618831864,0.005518763796909493,906
0.04986909020083905,0.03642384105960265,906
0.3977899880440917,0.4216335540838852,906
