mean_p,obs,n
2.4712596694750322e-05,0.0,906
5.435977768375904e-05,0.0,906
0.00010269832442819401,0.0,906
0.0002581356689590508,0.0,906
0.0008263164862866328,0.0,906
0.0019143907370114178,0.0,906
0.004144319624407165,0.002207505518763797,906
0.010853181417785206,0.005518763796909493,906
0.04980472164910541,0.03642384105960265,906
0.3978008281767995,0.4216335540838852,906
