model,tp,fn,fp,tn,tpr,recall,sensitivity,fnr,fpr,tnr,prevalence,accuracy,f1,total_rows,total_matches
M2-Binomial(loglog),243,179,179,8459,0.5758293838862559,0.5758293838862559,0.5758293838862559,0.42417061611374407,0.020722389442000465,0.9792776105579996,0.04657836644591611,0.960485651214128,0.5758293838862559,9060,422
