model,tp,fn,fp,tn,tpr,recall,sensitivity,fnr,fpr,tnr,prevalence,accuracy,f1,total_rows,total_matches
M3-GAM,284,138,138,8500,0.6729857819905213,0.6729857819905213,0.6729857819905213,0.32701421800947866,0.015975920351933317,0.9840240796480667,0.04657836644591611,0.9695364238410596,0.6729857819905213,9060,422
