model,tp,fn,fp,tn,tpr,recall,sensitivity,fnr,fpr,tnr,prevalence,accuracy,f1,total_rows,total_matches
M1-EN,291,131,131,8507,0.6895734597156398,0.6895734597156398,0.6895734597156398,0.3104265402843602,0.01516554758045844,0.9848344524195416,0.04657836644591611,0.9710816777041943,0.6895734597156398,9060,422
