model,tp,fn,fp,tn,tpr,recall,sensitivity,fnr,fpr,tnr,prevalence,accuracy,f1,total_rows,total_matches
M2-Binomial(cloglog),235,187,187,8451,0.556872037914692,0.556872037914692,0.556872037914692,0.4431279620853081,0.021648529752257468,0.9783514702477425,0.04657836644591611,0.958719646799117,0.556872037914692,9060,422
