model,tp,fn,fp,tn,tpr,recall,sensitivity,fnr,fpr,tnr,prevalence,accuracy,f1,total_rows,total_matches
M2-Binomial(cauchit),226,196,196,8442,0.5355450236966824,0.5355450236966824,0.5355450236966824,0.46445497630331756,0.022690437601296597,0.9773095623987034,0.04657836644591611,0.9567328918322295,0.5355450236966824,9060,422
