model,tp,fn,fp,tn,tpr,recall,sensitivity,fnr,fpr,tnr,prevalence,accuracy,f1,total_rows,total_matches
M2-Binomial(probit),282,140,140,8498,0.6682464454976303,0.6682464454976303,0.6682464454976303,0.33175355450236965,0.01620745542949757,0.9837925445705025,0.04657836644591611,0.9690949227373068,0.6682464454976303,9060,422
