x,effect
-0.5913011542016884,-1.1408880660901854
-0.5632422590259233,-1.1365423992763637
-0.552679423766206,-1.1340827050641922
-0.5274922442290048,-1.1262934265517717
-0.5063696835418333,-1.1176946754763286
-0.49543369430686224,-1.1125429084412919
-0.4941518456017623,-1.111908913944958
-0.48429981927519283,-1.1068303145523275
-0.46056618647183833,-1.0931600373963262
-0.45685867790487944,-1.0908494804604456
-0.44424461688551803,-1.0826517736137842
-0.4321560982800455,-1.0743258538265632
-0.4301039748426834,-1.0728684886847883
-0.4094472601245848,-1.0575230130795454
-0.40471360670018974,-1.0538404885122685
-0.39794191945684365,-1.0484702961047294
-0.3882237799894312,-1.0405606145900674
-0.3721936841593883,-1.0270200864219374
-0.3628518182485374,-1.0188636297973228
-0.3556768534729038,-1.012474721024707
-0.33161826621403645,-0.9903289491354054
-0.32351981665785934,-0.9826459423512787
-0.30895719032666236,-0.9685741669550602
-0.30895719032666236,-0.9685741669550602
-0.29880715233359845,-0.9585892767593873
-0.28391087774162244,-0.9437040378457701
-0.22941573387056177,-0.8875537475086176
-0.223606797749979,-0.881468169971691
-0.2182178902359924,-0.8758139335611792
-0.2182178902359924,-0.8758139335611792
-0.21320071635561047,-0.8705440674955043
-0.21320071635561047,-0.8705440674955043
0.0,-0.664335928681106
0.0,-0.664335928681106
0.0,-0.664335928681106
0.33639346446540336,-0.5841488699879407
0.5982930264130992,-0.7027916590657898
0.9620802794035415,-0.7811912217248732
1.3211565181516327,-0.38596837519519134
1.801514514361332,-0.07035550425380238
2.3904572186687876,0.349901278885597
