x,effect
-1.0775508855450235,3.9771157257386553
-1.0470669515679378,3.909735182854445
-1.029213122774013,3.869779304522373
-1.015407574177729,3.8386256055664902
-0.9990638239688925,3.8014465328285456
-0.9879929731406811,3.7760752202457297
-0.9770593578432584,3.7508672720246627
-0.9673401621378773,3.7283311891251034
-0.9528207937612891,3.694436619711266
-0.944250958146311,3.674300571654854
-0.9345491887484181,3.6513863908404027
-0.918007876405623,3.612023438008598
-0.9082792797169498,3.5886962094197457
-0.8985453500187572,3.5652236997534477
-0.8803038157720401,3.5208842549449866
-0.8553188855157711,3.4594366534651244
-0.8291735887973213,3.3942915963930695
-0.6961114765029123,3.0512250744323124
-0.40474053201228327,2.274496286390843
-0.2106299049902574,1.8115490239356118
-0.06405481936774068,1.4881816250382565
0.05507752195555597,1.2203595234326734
0.15976789389037907,0.9623142041135341
0.2651126632063415,0.6665641535062952
0.3506736407425685,0.39716753879379446
0.42419488342369044,0.1447687366261582
0.507383659254762,-0.16226210345216424
0.5862532403942577,-0.4615432862063688
0.6416837191135741,-0.6675359618289329
0.7124945342592909,-0.9151347086871184
0.7786543854133292,-1.1239081436559608
0.8405704382864544,-1.3017396761580633
0.9075317440875768,-1.479289991757064
0.9703107961827063,-1.6358221928794958
1.0369353221024473,-1.7954798385478994
1.1117079362021274,-1.9699656312638516
1.1915447788228988,-2.1541770406213607
1.2695826738594087,-2.3356831969413525
1.3633631453798989,-2.5579747861232356
1.4646499147874206,-2.8010970050634136
1.610625117031109,-3.1500435184986144
