x,effect
-0.9770084209183943,-9.973964467167157
-0.9770084209183943,-9.973964467167157
-0.9304842103984708,-9.659808335807863
-0.8918825850158446,-9.391799945368627
-0.8918825850158446,-9.391799945368627
-0.8451542547285165,-9.055979965749188
-0.8129201441957019,-8.815719343975848
-0.8129201441957019,-8.815719343975848
-0.7385489458759964,-8.236235982036838
-0.7385489458759964,-8.236235982036838
-0.6900655593423541,-7.843926626785232
-0.6674238124719146,-7.657901052158455
-0.6674238124719146,-7.657901052158455
-0.6380774695464941,-7.414849827777027
-0.6172133998483676,-7.241080489862652
-0.5982930264130992,-7.083050027570724
-0.5982930264130992,-7.083050027570724
-0.5982930264130992,-7.083050027570724
-0.545544725589981,-6.64174569139208
-0.5298572101062741,-6.510601217351684
-0.5298572101062741,-6.510601217351684
-0.4733810683311509,-6.040335511007815
-0.46056618647183833,-5.934253564094397
-0.46056618647183833,-5.934253564094397
-0.4214636152117623,-5.612629208394512
-0.3984095364447979,-5.424777486471564
-0.38822377998943125,-5.342270458240207
-0.30895719032666236,-4.712611560576477
0.9770084209183943,3.2566832645275983
0.9770084209183943,3.2566832645275983
0.9770084209183943,3.2566832645275983
0.9770084209183943,3.2566832645275983
1.0702591020190135,3.636741924509367
1.0702591020190135,3.636741924509367
1.126872339638022,3.8301314324700986
1.1742179860604582,3.9658780742598823
1.2924606552829936,4.212349437178315
1.3801311186847087,4.3275438871262075
1.4301938838683885,4.3739096512148565
1.5954480704349314,4.4443244877627395
1.688194301613413,4.437235370601739
