mean_p,obs,n
0.00028359066752237647,0.0,906
0.000836776981844254,0.0,906
0.0015703621296910754,0.0,906
0.0025466785004050843,0.0,906
0.004033667724564945,0.0011037527593818985,906
0.006488677004535469,0.0,906
0.011137681152311464,0.004415011037527594,906
0.021239048207509575,0.011037527593818985,906
0.05934128371421729,0.04083885209713024,906
0.35830589837655963,0.4083885209713024,906
