mean_p,obs,n
0.001221825474076194,0.0,906
0.005135069076888425,0.0011037527593818985,906
0.0071610306266775055,0.0011037527593818985,906
0.008849032204230747,0.004415011037527594,906
0.011708962119013575,0.0,906
0.01570319247437633,0.0033112582781456954,906
0.02091552388291121,0.004415011037527594,906
0.029400922858486667,0.013245033112582781,906
0.05094131349049788,0.04194260485651214,906
0.3147467922520026,0.39624724061810157,906
