mean_p,obs,n
2.1839512234138405e-05,0.0,4540
0.0007565447071567526,0.0,896
0.0018034509265814778,0.0,907
0.005137106647126757,0.0033149171270718232,905
0.04563598358594411,0.02759381898454746,906
0.412353169891744,0.434878587196468,906
