mean_p,obs,n
0.000285834349362209,0.0,906
0.0008433226570977824,0.0,906
0.0015807639195942926,0.0,906
0.002563156847821276,0.0,906
0.004055065060044705,0.0011037527593818985,906
0.0065239798291815984,0.0,906
0.011181030396726228,0.004415011037527594,906
0.02128187017212788,0.011037527593818985,906
0.059375094504529546,0.04194260485651214,906
0.3580935467226756,0.40728476821192056,906
