mean_p,obs,n
3.446737792254626e-05,0.0,906
0.0001361701836923448,0.0,906
0.00026001018579744836,0.0,906
0.0005452387981897373,0.0,906
0.0014193414836264815,0.0,906
0.0033822224127335134,0.0,906
0.007557303074367648,0.0,906
0.018061042458695543,0.004415011037527594,906
0.05729632747751673,0.03090507726269316,906
0.3770915410066191,0.4304635761589404,906
