feature,coef
num__Team_Won,1.971850043773869
num__Runs_Scored,1.8582659192091198
num__Runs_Conceded,-1.6901288936427394
num__Overs_Bowled,1.3193385345698005
num__Run_Share,0.789872415564068
num__Economy_Rate,0.6215756534101647
num__Balls_Faced,-0.5750851584492969
num__Team_Total_Runs,-0.43183232763638424
num__Wickets_Total,0.39739274708391503
num__Batter,0.354457943038757
num__Wkts_Bowled,0.3182739263109255
num__Bowled_Catch,0.2889804719084108
num__Legal_Deliveries,0.28653767532746127
num__Dot_Balls,-0.28086073983432797
num__Strike_Rate,-0.2640867892692959
num__Wicket_Impact,0.22879084118781018
num__Bowler,0.21185424598954053
num__Sixes_Hit,0.19952383629378265
num__Batted_Inns2,0.1693889803475213
num__Fours_Hit,0.15229044002584505
num__Team_Total_Extras,0.14416557690617093
num__NoBalls_Thrown,-0.1350005778853212
num__Batted_Inns1,0.1204186325847045
num__LegByes_Thrown,0.1101807194970526
num__Team_Batted_First,0.10867833738532696
num__Catches_Fielder,0.08989295431307316
num__Total_Returns,0.08232032939081974
num__All_Rounder,-0.07450437960630686
num__RunOuts,0.04292327278929794
num__Stumpings,0.03197115329352575
num__Team_Home,-0.028131700873618604
num__NonStriker_Runs,-0.027748203591933248
