Game_ID,Player,Team,POTM,Team_Won,Team_Home,Team_Batted_First,Team_Total_Runs,Team_Total_Extras,Batter,Bowler,All_Rounder,Runs_Scored,Balls_Faced,Dot_Balls,Fours_Hit,Sixes_Hit,Batted_Inns1,Batted_Inns2,NonStriker_Runs,Overs_Bowled,Legal_Deliveries,Runs_Conceded,Wickets_Total,Wkts_Bowled,Bowled_Catch,LegByes_Thrown,NoBalls_Thrown,Catches_Fielder,RunOuts,Stumpings,Total_Returns,Run_Share,Wicket_Impact,Strike_Rate,Economy_Rate
BBL_S1_M03,Kane Richardson,Strikers,0,1,1,1,189,3,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.2,26.0,27.0,3.0,0.0,3.0,0.0,0.0,1.0,0.0,0.0,10.0,0.0,9.0,0.0,6.230769230769231
BBL_S1_M03,Nathan Lyon,Strikers,0,1,1,1,189,3,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,18.0,26.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,6.0,0.0,1.0,0.0,8.666666666666666
BBL_S1_M03,Aaron Finch,Renegades,0,0,0,0,122,7,1,0,0,4.0,7.0,5.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,3.278688524590164,0.0,57.14285714285714,0.0
BBL_S1_M03,Meyrick Buchanan,Renegades,0,0,0,0,122,7,1,0,0,11.0,18.0,10.0,1.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,9.01639344262295,0.0,61.111111111111114,0.0
BBL_S1_M03,Glenn Maxwell,Renegades,0,0,0,0,122,7,0,0,1,46.0,32.0,8.0,5.0,1.0,0.0,1.0,27.0,2.0,12.0,16.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,10.0,37.704918032786885,0.0,143.75,8.0
BBL_S1_M03,Shahid Afridi,Renegades,0,0,0,0,122,7,0,0,1,9.0,7.0,2.0,1.0,0.0,0.0,1.0,4.0,4.0,24.0,27.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,7.377049180327869,0.0,128.57142857142858,6.75
BBL_S1_M03,Andrew McDonald,Renegades,0,0,0,0,122,7,0,0,1,35.0,32.0,9.0,1.0,1.0,0.0,1.0,17.0,1.0,6.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,28.688524590163933,0.0,109.375,9.0
BBL_S1_M03,Nathan Reardon,Renegades,0,0,0,0,122,7,1,0,0,2.0,3.0,1.0,0.0,0.0,0.0,1.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,14.0,1.639344262295082,0.0,66.66666666666666,0.0
BBL_S1_M03,Abdul Razzaq,Renegades,0,0,0,0,122,7,0,0,1,1.0,2.0,1.0,0.0,0.0,0.0,1.0,3.0,3.0,18.0,25.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,0.819672131147541,1.0,50.0,8.333333333333334
BBL_S1_M03,Aaron Heal,Renegades,0,0,0,0,122,7,0,0,1,1.0,3.0,1.0,0.0,0.0,0.0,1.0,1.0,4.0,24.0,32.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,15.0,0.819672131147541,4.0,33.33333333333333,8.0
BBL_S1_M03,Graham Manou,Renegades,0,0,0,0,122,7,1,0,0,4.0,5.0,1.0,0.0,0.0,0.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,19.0,3.278688524590164,0.0,80.0,0.0
BBL_S1_M03,Dirk Nannes,Renegades,0,0,0,0,122,7,0,0,1,2.0,2.0,0.0,0.0,0.0,0.0,1.0,2.0,3.0,18.0,38.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,6.0,1.639344262295082,1.0,100.0,12.666666666666666
BBL_S1_M03,Shaun Tait,Renegades,0,0,0,0,122,7,0,0,1,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,3.2,20.0,41.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,1.0,0.0,12.299999999999999
BBL_S1_M04,Phil Jaques,Hurricanes,0,1,0,1,140,10,1,0,0,18.0,20.0,8.0,2.0,0.0,1.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,12.857142857142856,0.0,90.0,0.0
BBL_S1_M04,Ricky Ponting,Hurricanes,0,1,0,1,140,10,1,0,0,17.0,19.0,10.0,2.0,0.0,1.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.0,12.142857142857142,0.0,89.47368421052632,0.0
BBL_S1_M04,Travis Birt,Hurricanes,0,1,0,1,140,10,1,0,0,40.0,32.0,11.0,4.0,1.0,1.0,0.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,12.0,28.57142857142857,0.0,125.0,0.0
BBL_S1_M04,Owais Shah,Hurricanes,0,1,0,1,140,10,1,0,0,24.0,19.0,4.0,2.0,0.0,1.0,0.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,17.142857142857142,0.0,126.3157894736842,0.0
