feature,coef
num__Team_Won,1.5902507142012205
num__Batter,-0.43095959677231327
num__Wickets_Total,0.2922439430766088
num__Wicket_Impact,0.21836922657650742
num__Runs_Scored,0.20754705383619412
num__LegByes_Thrown,0.20566773592863874
num__Batted_Inns2,-0.1946928099031954
num__Wkts_Bowled,0.1909063895807662
num__Team_Home,-0.19005726339799053
num__Bowler,-0.14769965637948504
num__Catches_Fielder,0.12114842910016362
num__Batted_Inns1,-0.11047383430279406
num__Balls_Faced,-0.10586282751884774
num__Team_Batted_First,0.09050733116847058
num__Bowled_Catch,0.07512261347808367
num__All_Rounder,0.07454435381038511
num__NoBalls_Thrown,-0.0693299125218955
num__Overs_Bowled,0.052337713262488685
num__Economy_Rate,-0.04985513759482716
num__Runs_Conceded,-0.04279133182425299
num__Run_Share,-0.041406206601325865
num__Team_Total_Runs,-0.041283721245374466
num__Stumpings,0.03960745853041592
num__RunOuts,0.0360034504522382
num__Legal_Deliveries,0.03247226265657631
num__Sixes_Hit,0.024251166776307027
num__Team_Total_Extras,0.014983107598607909
num__Fours_Hit,0.010836337292086756
num__Strike_Rate,-0.006144516516856211
num__Dot_Balls,0.00367059832738161
num__Total_Returns,-0.0020004905429626242
num__NonStriker_Runs,0.0006926187053127724
