model,tp,fn,fp,tn,tpr,recall,sensitivity,fnr,fpr,tnr,prevalence,accuracy,f1,total_rows,total_matches
M3-GAM,281,141,141,8497,0.6658767772511849,0.6658767772511849,0.6658767772511849,0.3341232227488152,0.016323222968279694,0.9836767770317203,0.04657836644591611,0.9688741721854305,0.6658767772511849,9060,422
