model,tp,fn,fp,tn,tpr,recall,sensitivity,fnr,fpr,tnr,prevalence,accuracy,f1,total_rows,total_matches
M2-Binomial(cloglog),173,249,249,8389,0.4099526066350711,0.4099526066350711,0.4099526066350711,0.590047393364929,0.028826117156749247,0.9711738828432508,0.04657836644591611,0.9450331125827814,0.4099526066350711,9060,422
