model,tp,fn,fp,tn,tpr,recall,sensitivity,fnr,fpr,tnr,prevalence,accuracy,f1,total_rows,total_matches
M2-Binomial(cauchit),262,160,160,8478,0.6208530805687204,0.6208530805687204,0.6208530805687204,0.3791469194312796,0.018522806205140078,0.9814771937948599,0.04657836644591611,0.9646799116997793,0.6208530805687204,9060,422
