model,tp,fn,fp,tn,tpr,recall,sensitivity,fnr,fpr,tnr,prevalence,accuracy,f1,total_rows,total_matches
M4-RF(1200|leaf=2|mtry=sqrt),276,146,146,8492,0.6540284360189573,0.6540284360189573,0.6540284360189573,0.3459715639810427,0.016902060662190323,0.9830979393378096,0.04657836644591611,0.9677704194260486,0.6540284360189573,9060,422
