model,tp,fn,fp,tn,tpr,recall,sensitivity,fnr,fpr,tnr,prevalence,accuracy,f1,total_rows,total_matches
M2-CondGLM(logit),277,145,145,8493,0.6563981042654028,0.6563981042654028,0.6563981042654028,0.34360189573459715,0.016786293123408198,0.9832137068765918,0.04657836644591611,0.9679911699779249,0.6563981042654028,9060,422
