model,tp,fn,fp,tn,tpr,recall,sensitivity,fnr,fpr,tnr,prevalence,accuracy,f1,total_rows,total_matches
M1-L1,278,144,144,8494,0.6587677725118484,0.6587677725118484,0.6587677725118484,0.3412322274881517,0.016670525584626072,0.9833294744153739,0.04657836644591611,0.9682119205298013,0.6587677725118484,9060,422
