model,tp,fn,fp,tn,tpr,recall,sensitivity,fnr,fpr,tnr,prevalence,accuracy,f1,total_rows,total_matches
M2-Binomial(probit),275,147,147,8491,0.6516587677725119,0.6516587677725119,0.6516587677725119,0.34834123222748814,0.017017828200972446,0.9829821717990276,0.04657836644591611,0.9675496688741722,0.6516587677725119,9060,422
