Game_IDno,Batsman_Hand,Batsman_Name,Batsman_Runs,Batsman_Shot,Batsman_Team,Boundary,Bowler_Hand,Bowler_Name,Bowler_Type,Bowler_Length,Bowler_Line,Bowler_Wckt,Bowler_Team,Bye,Dismissal_Type,Batsman_Dismissed,Field_Position,Fielder_Name,FreeHit,Innings,LegBye,NoBall,NonStriker_Name,OverNum,BallNum,BallNumLgl,PPlay,Wide
40434,Left,Kurtis Patterson,2,Worked,Thunder,0,Left,Steve O'Keefe,Orthodox,Length Ball,Leg Stump,Around,Sixers,0,Not Out,,Deep Mid Wicket,Ben Dwarshuis,0,1,0,0,Ryan Gibson,0,1,1,1,0
40434,Left,Kurtis Patterson,0,Drive,Thunder,0,Left,Steve O'Keefe,Orthodox,Length Ball,Outside Off,Around,Sixers,0,Not Out,,Mid Off,Moises Henriques,0,1,0,0,Ryan Gibson,0,2,2,1,0
40434,Left,Kurtis Patterson,0,Worked,Thunder,0,Left,Steve O'Keefe,Orthodox,Length Ball,Leg Stump,Around,Sixers,0,Not Out,,Mid Wicket,Jason Roy,0,1,0,0,Ryan Gibson,0,3,3,1,0
40434,Left,Kurtis Patterson,0,Drive,Thunder,0,Left,Steve O'Keefe,Orthodox,Length Ball,Outside Off,Around,Sixers,0,Not Out,,Mid Off,Moises Henriques,0,1,0,0,Ryan Gibson,0,4,4,1,0
40434,Left,Kurtis Patterson,1,Worked,Thunder,0,Left,Steve O'Keefe,Orthodox,Length Ball,Leg Stump,Around,Sixers,0,Not Out,,Deep Mid Wicket,Ben Dwarshuis,0,1,0,0,Ryan Gibson,0,5,5,1,0
40434,Right,Ryan Gibson,0,Dropped,Thunder,0,Left,Steve O'Keefe,Orthodox,Length Ball,Outside Off,Around,Sixers,0,Not Out,,Cover,Ben Dwarshuis,0,1,0,0,Kurtis Patterson,0,6,6,1,0
40434,Left,Kurtis Patterson,1,Worked,Thunder,0,Left,Ben Dwarshuis,Fast Seam,Yorker,Down Leg,Over,Sixers,0,Not Out,,Mid Wicket,Doug Bollinger,0,1,0,0,Ryan Gibson,1,1,1,1,0
40434,Right,Ryan Gibson,0,Drive,Thunder,0,Left,Ben Dwarshuis,Fast Seam,Length Ball,Off Stump,Over,Sixers,0,Not Out,,Wicketkeeper,Brad Haddin,0,1,0,0,Kurtis Patterson,1,2,2,1,0
40434,Right,Ryan Gibson,0,Glance,Thunder,0,Left,Ben Dwarshuis,Fast Seam,Length Ball,Leg Stump,Over,Sixers,0,Not Out,,Leg Slip,Brad Haddin,0,1,1,0,Kurtis Patterson,1,3,3,1,0
40434,Left,Kurtis Patterson,0,Drive,Thunder,0,Left,Ben Dwarshuis,Fast Seam,Half Volley,Middle Stump,Over,Sixers,0,Not Out,,Mid Off,Moises Henriques,0,1,0,0,Ryan Gibson,1,4,4,1,0
40434,Left,Kurtis Patterson,4,Drive,Thunder,1,Left,Ben Dwarshuis,Fast Seam,Length Ball,Outside Off,Over,Sixers,0,Not Out,,Deep Backward Point,,0,1,0,0,Ryan Gibson,1,5,5,1,0
40434,Left,Kurtis Patterson,0,Flick,Thunder,0,Left,Ben Dwarshuis,Fast Seam,Length Ball,Down Leg,Over,Sixers,0,Not Out,,Third Man,,0,1,4,0,Ryan Gibson,1,6,6,1,0
40434,Right,Ryan Gibson,2,Worked,Thunder,0,Left,Steve O'Keefe,Orthodox,Length Ball,Outside Off,Around,Sixers,0,Not Out,,Deep Mid Wicket,Ben Dwarshuis,0,1,0,0,Kurtis Patterson,2,1,1,1,0
40434,Right,Ryan Gibson,0,Steer,Thunder,0,Left,Steve O'Keefe,Orthodox,Length Ball,Outside Off,Around,Sixers,0,Not Out,,Wicketkeeper,Brad Haddin,0,1,0,0,Kurtis Patterson,2,2,2,1,0
40434,Right,Ryan Gibson,1,Worked,Thunder,0,Left,Steve O'Keefe,Orthodox,Length Ball,Off Stump,Around,Sixers,0,Not Out,,Mid Wicket,Sam Billings,0,1,0,0,Kurtis Patterson,2,3,3,1,0
40434,Left,Kurtis Patterson,0,Sweep,Thunder,0,Left,Steve O'Keefe,Orthodox,Length Ball,Off Stump,Over,Sixers,0,Caught,Striker,Short Fine Leg,Doug Bollinger,0,1,0,0,Ryan Gibson,2,4,4,1,0
40434,Left,Eoin Morgan,1,Drive,Thunder,0,Left,Steve O'Keefe,Orthodox,Length Ball,Middle Stump,Around,Sixers,0,Not Out,,Long On,Jason Roy,0,1,0,0,Ryan Gibson,2,5,5,1,0
40434,Right,Ryan Gibson,1,Drive,Thunder,0,Left,Steve O'Keefe,Orthodox,Half Volley,Middle Stump,Around,Sixers,0,Not Out,,Long Off,Jason Roy,0,1,0,0,Eoin Morgan,2,6,6,1,0
40434,Right,Ryan Gibson,0,Drive,Thunder,0,Left,Ben Dwarshuis,Fast Seam,Length Ball,Outside Off,Over,Sixers,0,Not Out,,Cover,Johan Botha,0,1,0,0,Eoin Morgan,3,1,1,1,0
40434,Right,Ryan Gibson,4,Pull,Thunder,1,Left,Ben Dwarshuis,Fast Seam,Back of a Length,Leg Stump,Over,Sixers,0,Not Out,,Long On,,0,1,0,0,Eoin Morgan,3,2,2,1,0
40434,Right,Ryan Gibson,0,Forward Defensive,Thunder,0,Left,Ben Dwarshuis,Fast Seam,Length Ball,Leg Stump,Over,Sixers,0,Not Out,,Mid Wicket,Sam Billings,0,1,1,0,Eoin Morgan,3,3,3,1,0
40434,Left,Eoin Morgan,0,Glance,Thunder,0,Left,Ben Dwarshuis,Fast Seam,Length Ball,Leg Stump,Over,Sixers,0,Not Out,,Wicketkeeper,Brad Haddin,0,1,0,0,Ryan Gibson,3,4,4,1,1
40434,Left,Eoin Morgan,0,No Shot,Thunder,0,Left,Ben Dwarshuis,Fast Seam,Length Ball,Outside Off,Over,Sixers,0,Not Out,,Wicketkeeper,Brad Haddin,0,1,0,0,Ryan Gibson,3,5,4,1,0
40434,Left,Eoin Morgan,0,Drive,Thunder,0,Left,Ben Dwarshuis,Fast Seam,Length Ball,Outside Off,Over,Sixers,0,Not Out,,Cover,Sam Billings,0,1,0,0,Ryan Gibson,3,6,5,1,0
40434,Left,Eoin Morgan,1,Flick,Thunder,0,Left,Ben Dwarshuis,Fast Seam,Length Ball,Middle Stump,Over,Sixers,0,Not Out,,Fine Leg,Joe Mennie,0,1,0,0,Ryan Gibson,3,7,6,1,0
40434,Left,Eoin Morgan,0,Cut,Thunder,0,Right,Joe Mennie,Fast Seam,Back of a Length,Leg Stump,Over,Sixers,2,Not Out,,Fine Leg,Brad Haddin,0,1,0,0,Ryan Gibson,4,1,1,1,0
