Game_IDno,Batsman_Hand,Batsman_Name,Batsman_Runs,Batsman_Shot,Batsman_Team,Boundary,Bowler_Hand,Bowler_Name,Bowler_Type,Bowler_Length,Bowler_Line,Bowler_Wckt,Bowler_Team,Bye,Dismissal_Type,Batsman_Dismissed,Field_Position,Fielder_Name,FreeHit,Innings,LegBye,NoBall,NonStriker_Name,OverNum,BallNum,BallNumLgl,PPlay,Wide
41988,Right,Jason Roy,0,Pushed,Sixers,0,Right,Chris Green,Off Spin,Length Ball,Middle Stump,Around,Thunder,0,Not Out,,Silly Mid Off,Chris Green,0,1,0,0,Daniel Hughes,0,1,1,1,0
41988,Right,Jason Roy,1,Pushed,Sixers,0,Right,Chris Green,Off Spin,Length Ball,Leg Stump,Around,Thunder,0,Not Out,,Deep Mid Wicket,Kurtis Patterson,0,1,0,0,Daniel Hughes,0,2,2,1,0
41988,Left,Daniel Hughes,0,Cut,Sixers,0,Right,Chris Green,Off Spin,Length Ball,Outside Off,Around,Thunder,0,Not Out,,Backward Point,Mitchell McClenaghan,0,1,0,0,Jason Roy,0,3,3,1,0
41988,Left,Daniel Hughes,1,Flick,Sixers,0,Right,Chris Green,Off Spin,Length Ball,Leg Stump,Around,Thunder,0,Not Out,,Deep Mid Wicket,Ben Rohrer,0,1,0,0,Jason Roy,0,4,4,1,0
41988,Right,Jason Roy,1,Forward Defensive,Sixers,0,Right,Chris Green,Off Spin,Length Ball,Middle Stump,Around,Thunder,0,Not Out,,Cover,Ben Rohrer,0,1,0,0,Daniel Hughes,0,5,5,1,0
41988,Left,Daniel Hughes,1,Pushed,Sixers,0,Right,Chris Green,Off Spin,Length Ball,Middle Stump,Around,Thunder,0,Not Out,,Long On,Aiden Blizzard,0,1,0,0,Jason Roy,0,6,6,1,0
41988,Left,Daniel Hughes,2,Cut,Sixers,0,Right,Andrew Fekete,Fast Seam,Length Ball,Middle Stump,Over,Thunder,0,Not Out,,Deep Backward Point,Ben Rohrer,0,1,0,0,Jason Roy,1,1,1,1,0
41988,Left,Daniel Hughes,4,Flick,Sixers,1,Right,Andrew Fekete,Fast Seam,Length Ball,Leg Stump,Over,Thunder,0,Not Out,,Deep Square Leg,,0,1,0,0,Jason Roy,1,2,2,1,0
41988,Left,Daniel Hughes,6,Pull,Sixers,1,Right,Andrew Fekete,Fast Seam,Short,Down Leg,Over,Thunder,0,Not Out,,Deep Mid Wicket,,0,1,0,0,Jason Roy,1,3,3,1,0
41988,Left,Daniel Hughes,0,Drive,Sixers,0,Right,Andrew Fekete,Fast Seam,Length Ball,Middle Stump,Over,Thunder,0,Not Out,,Cover,Mitchell McClenaghan,0,1,0,0,Jason Roy,1,4,4,1,0
41988,Left,Daniel Hughes,0,Drive,Sixers,0,Right,Andrew Fekete,Fast Seam,Length Ball,Leg Stump,Over,Thunder,0,Not Out,,Deep Cover,Ryan Gibson,0,1,0,0,Jason Roy,1,5,5,1,0
41988,Left,Daniel Hughes,0,Cut,Sixers,0,Right,Andrew Fekete,Fast Seam,Length Ball,Middle Stump,Over,Thunder,0,Not Out,,Wicketkeeper,Jos Buttler,0,1,0,0,Jason Roy,1,6,6,1,0
41988,Right,Jason Roy,0,Forward Defensive,Sixers,0,Left,Mitchell McClenaghan,Fast Seam,Back of a Length,Middle Stump,Over,Thunder,0,Not Out,,Wicketkeeper,Jos Buttler,0,1,0,0,Daniel Hughes,2,1,1,1,0
41988,Right,Jason Roy,0,Pushed,Sixers,0,Left,Mitchell McClenaghan,Fast Seam,Length Ball,Leg Stump,Over,Thunder,0,Caught,Striker,Point,Ryan Gibson,0,1,0,0,Daniel Hughes,2,2,2,1,0
41988,Left,Nic Maddinson,0,Pushed,Sixers,0,Left,Mitchell McClenaghan,Fast Seam,Half Volley,Middle Stump,Over,Thunder,0,Not Out,,Cover,Aiden Blizzard,0,1,0,0,Daniel Hughes,2,3,3,1,0
