Game_IDno,Batsman_Hand,Batsman_Name,Batsman_Runs,Batsman_Shot,Batsman_Team,Boundary,Bowler_Hand,Bowler_Name,Bowler_Type,Bowler_Length,Bowler_Line,Bowler_Wckt,Bowler_Team,Bye,Dismissal_Type,Batsman_Dismissed,Field_Position,Fielder_Name,FreeHit,Innings,LegBye,NoBall,NonStriker_Name,OverNum,BallNum,BallNumLgl,PPlay,Wide
35522,Left,Rob Quiney,0,Glance,Stars,0,Right,Darren Pattinson,Fast Seam,Length Ball,Wide Down Leg,Over,Renegades,0,Not Out,,Wicketkeeper,Ben Rohrer,0,1,0,0,Luke Wright,0,1,1,1,1
35522,Left,Rob Quiney,0,Glance,Stars,0,Right,Darren Pattinson,Fast Seam,Length Ball,Wide Down Leg,Over,Renegades,0,Not Out,,Wicketkeeper,Ben Rohrer,0,1,0,0,Luke Wright,0,2,1,1,1
35522,Left,Rob Quiney,0,Worked,Stars,0,Right,Darren Pattinson,Fast Seam,Back of a Length,Leg Stump,Over,Renegades,0,Not Out,,Wicketkeeper,Peter Nevill,0,1,0,0,Luke Wright,0,3,1,1,0
35522,Left,Rob Quiney,0,Pushed,Stars,0,Right,Darren Pattinson,Fast Seam,Back of a Length,Leg Stump,Over,Renegades,0,Not Out,,Bowler,Darren Pattinson,0,1,0,0,Luke Wright,0,4,2,1,0
35522,Left,Rob Quiney,1,Drive,Stars,0,Right,Darren Pattinson,Fast Seam,Length Ball,Leg Stump,Over,Renegades,0,Not Out,,Deep Square Leg,Aaron O'Brien,0,1,0,0,Luke Wright,0,5,3,1,0
35522,Right,Luke Wright,1,Cut,Stars,0,Right,Darren Pattinson,Fast Seam,Back of a Length,Wide,Over,Renegades,0,Not Out,,Third Man,Muttiah Muralitharan,0,1,0,0,Rob Quiney,0,6,4,1,0
35522,Left,Rob Quiney,0,Flick,Stars,0,Right,Darren Pattinson,Fast Seam,Length Ball,Down Leg,Over,Renegades,0,Not Out,,Wicketkeeper,Peter Nevill,0,1,0,0,Luke Wright,0,7,5,1,0
35522,Left,Rob Quiney,4,Pushed,Stars,1,Right,Darren Pattinson,Fast Seam,Length Ball,Leg Stump,Over,Renegades,0,Not Out,,Long On,,0,1,0,0,Luke Wright,0,8,6,1,0
35522,Right,Luke Wright,0,Cut,Stars,0,Right,Nathan Rimmington,Fast Seam,Length Ball,Wide,Over,Renegades,0,Not Out,,Wicketkeeper,Peter Nevill,0,1,0,0,Rob Quiney,1,1,1,1,1
35522,Right,Luke Wright,0,Flick,Stars,0,Right,Nathan Rimmington,Fast Seam,Length Ball,Middle Stump,Over,Renegades,0,Not Out,,Bowler,Nathan Rimmington,0,1,0,0,Rob Quiney,1,2,1,1,0
35522,Right,Luke Wright,2,Pull,Stars,0,Right,Nathan Rimmington,Fast Seam,Short,Outside Off,Over,Renegades,0,Not Out,,Long On,Muttiah Muralitharan,0,1,0,0,Rob Quiney,1,3,2,1,0
35522,Right,Luke Wright,4,Drive,Stars,1,Right,Nathan Rimmington,Fast Seam,Length Ball,Outside Off,Over,Renegades,0,Not Out,,Long On,,0,1,0,0,Rob Quiney,1,4,3,1,0
35522,Right,Luke Wright,2,Drive,Stars,0,Right,Nathan Rimmington,Fast Seam,Length Ball,Outside Off,Over,Renegades,0,Not Out,,Deep Extra Cover,William Sheridan,0,1,0,0,Rob Quiney,1,5,4,1,0
35522,Right,Luke Wright,2,Flick,Stars,0,Right,Nathan Rimmington,Fast Seam,Back of a Length,Outside Off,Over,Renegades,0,Not Out,,Deep Backward Square Leg,Aaron O'Brien,0,1,0,0,Rob Quiney,1,6,5,1,0
35522,Right,Luke Wright,4,Drive,Stars,1,Right,Nathan Rimmington,Fast Seam,Length Ball,Wide,Over,Renegades,0,Not Out,,Deep Cover,,0,1,0,0,Rob Quiney,1,7,6,1,0
35522,Left,Rob Quiney,0,No Shot,Stars,0,Left,Aaron O'Brien,Orthodox,Length Ball,Wide,Over,Renegades,0,Not Out,,Wicketkeeper,Peter Nevill,0,1,0,0,Luke Wright,2,1,1,1,0
35522,Left,Rob Quiney,0,Drive,Stars,0,Left,Aaron O'Brien,Orthodox,Half Volley,Wide,Over,Renegades,0,Caught,Striker,Mid Off,Nathan Rimmington,0,1,0,0,Luke Wright,2,2,2,1,0
35522,Right,Brad Hodge,1,Cut,Stars,0,Left,Aaron O'Brien,Orthodox,Length Ball,Wide,Around,Renegades,0,Not Out,,Deep Backward Point,Tom Cooper,0,1,0,0,Luke Wright,2,3,3,1,0
35522,Right,Luke Wright,0,Drive,Stars,0,Left,Aaron O'Brien,Orthodox,Length Ball,Outside Off,Around,Renegades,0,Not Out,,Mid Off,Nathan Rimmington,0,1,0,0,Brad Hodge,2,4,4,1,0
35522,Right,Luke Wright,1,Worked,Stars,0,Left,Aaron O'Brien,Orthodox,Back of a Length,Off Stump,Around,Renegades,0,Not Out,,Deep Square Leg,Aaron O'Brien,0,1,0,0,Brad Hodge,2,5,5,1,0
35522,Right,Brad Hodge,4,Cut,Stars,1,Left,Aaron O'Brien,Orthodox,Back of a Length,Wide,Around,Renegades,0,Not Out,,Deep Backward Point,,0,1,0,0,Luke Wright,2,6,6,1,0
35522,Right,Luke Wright,2,Flick,Stars,0,Left,Aaron Finch,Orthodox,Full Toss,Leg Stump,Around,Renegades,0,Not Out,,Deep Backward Square Leg,Nathan Rimmington,0,1,0,0,Brad Hodge,3,1,1,1,0
35522,Right,Luke Wright,4,Drive,Stars,1,Left,Aaron Finch,Orthodox,Full Toss,Outside Off,Around,Renegades,0,Not Out,,Deep Extra Cover,,0,1,0,0,Brad Hodge,3,2,2,1,0
35522,Right,Luke Wright,0,Cut,Stars,0,Left,Aaron Finch,Orthodox,Back of a Length,Outside Off,Around,Renegades,0,Not Out,,Cover,Ben Rohrer,0,1,0,0,Brad Hodge,3,3,3,1,0
35522,Right,Luke Wright,1,Worked,Stars,0,Left,Aaron Finch,Orthodox,Length Ball,Off Stump,Around,Renegades,0,Not Out,,Mid Wicket,Aaron Finch,0,1,0,0,Brad Hodge,3,4,4,1,0
35522,Right,Brad Hodge,1,Flick,Stars,0,Left,Aaron Finch,Orthodox,Yorker,Leg Stump,Around,Renegades,0,Not Out,,Deep Mid Wicket,Aaron O'Brien,0,1,0,0,Luke Wright,3,5,5,1,0
35522,Right,Luke Wright,1,Flick,Stars,0,Left,Aaron Finch,Orthodox,Half Volley,Leg Stump,Around,Renegades,0,Not Out,,Deep Mid Wicket,Aaron O'Brien,0,1,0,0,Brad Hodge,3,6,6,1,0
35522,Right,Luke Wright,1,Flick,Stars,0,Right,Nathan Rimmington,Fast Seam,Length Ball,Off Stump,Over,Renegades,0,Not Out,,Deep Mid Wicket,Tom Cooper,0,1,0,0,Brad Hodge,4,1,1,1,0
35522,Right,Brad Hodge,0,Drive,Stars,0,Right,Nathan Rimmington,Fast Seam,Half Volley,Outside Off,Over,Renegades,0,Not Out,,Cover,Ben Rohrer,0,1,0,0,Luke Wright,4,2,2,1,0
35522,Right,Brad Hodge,0,Cut,Stars,0,Right,Nathan Rimmington,Fast Seam,Back of a Length,Outside Off,Over,Renegades,0,Not Out,,Wicketkeeper,Peter Nevill,0,1,0,0,Luke Wright,4,3,3,1,0
35522,Right,Brad Hodge,0,Steer,Stars,0,Right,Nathan Rimmington,Fast Seam,Back of a Length,Outside Off,Over,Renegades,0,Not Out,,Short Extra Cover,Aaron Finch,0,1,0,0,Luke Wright,4,4,4,1,0
35522,Right,Brad Hodge,4,Glance,Stars,1,Right,Nathan Rimmington,Fast Seam,Back of a Length,Off Stump,Over,Renegades,0,Not Out,,Fine Leg,William Sheridan,0,1,0,0,Luke Wright,4,5,5,1,0
35522,Right,Brad Hodge,0,Steer,Stars,0,Right,Nathan Rimmington,Fast Seam,Back of a Length,Outside Off,Over,Renegades,0,Not Out,,Backward Point,Ben Rohrer,0,1,0,0,Luke Wright,4,6,6,1,0
35522,Right,Luke Wright,4,Drive,Stars,1,Left,William Sheridan,Fast Seam,Full Toss,Wide,Over,Renegades,0,Not Out,,Deep Cover,,0,1,0,0,Brad Hodge,5,1,1,1,0
35522,Right,Luke Wright,3,Pull,Stars,0,Left,William Sheridan,Fast Seam,Short,Leg Stump,Over,Renegades,0,Not Out,,Deep Mid Wicket,Muttiah Muralitharan,0,1,0,0,Brad Hodge,5,2,2,1,0
35522,Right,Brad Hodge,4,Drive,Stars,1,Left,William Sheridan,Fast Seam,Length Ball,Off Stump,Over,Renegades,0,Not Out,,Deep Cover,,0,1,0,0,Luke Wright,5,3,3,1,0
35522,Right,Brad Hodge,0,Cut,Stars,0,Left,William Sheridan,Fast Seam,Short,Middle Stump,Over,Renegades,0,Not Out,,Wicketkeeper,Peter Nevill,0,1,0,0,Luke Wright,5,4,4,1,0
35522,Right,Brad Hodge,6,Upper Cut,Stars,1,Left,William Sheridan,Fast Seam,Short,Off Stump,Over,Renegades,0,Not Out,,Deep Cover,,0,1,0,0,Luke Wright,5,5,5,1,0
35522,Right,Brad Hodge,0,Pushed,Stars,0,Left,William Sheridan,Fast Seam,Back of a Length,Leg Stump,Over,Renegades,0,Not Out,,Cover,Tom Cooper,0,1,0,0,Luke Wright,5,6,6,1,0
35522,Right,Luke Wright,1,Flick,Stars,0,Right,Muttiah Muralitharan,Off Spin,Half Volley,Leg Stump,Around,Renegades,0,Not Out,,Deep Square Leg,William Sheridan,0,1,0,0,Brad Hodge,6,1,1,0,0
35522,Right,Brad Hodge,1,Drive,Stars,0,Right,Muttiah Muralitharan,Off Spin,Half Volley,Outside Off,Around,Renegades,0,Not Out,,Long Off,Tom Cooper,0,1,0,0,Luke Wright,6,2,2,0,0
35522,Right,Luke Wright,1,Drive,Stars,0,Right,Muttiah Muralitharan,Off Spin,Length Ball,Off Stump,Around,Renegades,0,Not Out,,Long Off,Tom Cooper,0,1,0,0,Brad Hodge,6,3,3,0,0
35522,Right,Brad Hodge,1,Drive,Stars,0,Right,Muttiah Muralitharan,Off Spin,Length Ball,Off Stump,Around,Renegades,0,Not Out,,Long Off,Tom Cooper,0,1,0,0,Luke Wright,6,4,4,0,0
35522,Right,Luke Wright,1,Drive,Stars,0,Right,Muttiah Muralitharan,Off Spin,Length Ball,Outside Off,Around,Renegades,0,Not Out,,Long Off,Tom Cooper,0,1,0,0,Brad Hodge,6,5,5,0,0
35522,Right,Brad Hodge,2,Cut,Stars,0,Right,Muttiah Muralitharan,Off Spin,Length Ball,Outside Off,Around,Renegades,0,Not Out,,Deep Backward Point,Daniel Harris,0,1,0,0,Luke Wright,6,6,6,0,0
35522,Right,Luke Wright,1,Drive,Stars,0,Left,Aaron O'Brien,Orthodox,Length Ball,Off Stump,Around,Renegades,0,Not Out,,Long On,Nathan Rimmington,0,1,0,0,Brad Hodge,7,1,1,0,0
35522,Right,Brad Hodge,2,Flick,Stars,0,Left,Aaron O'Brien,Orthodox,Length Ball,Off Stump,Around,Renegades,0,Not Out,,Mid Wicket,Daniel Harris,0,1,0,0,Luke Wright,7,2,2,0,0
35522,Right,Brad Hodge,1,Flick,Stars,0,Left,Aaron O'Brien,Orthodox,Length Ball,Off Stump,Around,Renegades,0,Not Out,,Mid Wicket,Aaron O'Brien,0,1,0,0,Luke Wright,7,3,3,0,0
35522,Right,Luke Wright,0,Pushed,Stars,0,Left,Aaron O'Brien,Orthodox,Length Ball,Middle Stump,Around,Renegades,0,Not Out,,Cover,Aaron Finch,0,1,0,0,Brad Hodge,7,4,4,0,0
35522,Right,Luke Wright,0,Slog-sweep,Stars,0,Left,Aaron O'Brien,Orthodox,Length Ball,Middle Stump,Around,Renegades,0,Not Out,,Wicketkeeper,Peter Nevill,0,1,0,0,Brad Hodge,7,5,5,0,0
35522,Right,Luke Wright,1,Sweep,Stars,0,Left,Aaron O'Brien,Orthodox,Length Ball,Off Stump,Around,Renegades,0,Not Out,,Deep Mid Wicket,Daniel Harris,0,1,0,0,Brad Hodge,7,6,6,0,0
35522,Right,Luke Wright,1,Drive,Stars,0,Right,Muttiah Muralitharan,Off Spin,Length Ball,Middle Stump,Around,Renegades,0,Not Out,,Deep Mid Wicket,Faf du Plessis,0,1,0,0,Brad Hodge,8,1,1,0,0
35522,Right,Brad Hodge,1,Pushed,Stars,0,Right,Muttiah Muralitharan,Off Spin,Length Ball,Middle Stump,Around,Renegades,0,Not Out,,Cover,Aaron Finch,0,1,0,0,Luke Wright,8,2,2,0,0
35522,Right,Luke Wright,0,Pull,Stars,0,Right,Muttiah Muralitharan,Off Spin,Back of a Length,Leg Stump,Around,Renegades,0,Not Out,,Backward Square Leg,Darren Pattinson,0,1,0,0,Brad Hodge,8,3,3,0,0
35522,Right,Luke Wright,0,Drive,Stars,0,Right,Muttiah Muralitharan,Off Spin,Length Ball,Leg Stump,Around,Renegades,0,Run Out,Non-Striker,,Faf du Plessis,0,1,0,0,Brad Hodge,8,4,4,0,0
35522,Right,David Hussey,1,Flick,Stars,0,Right,Muttiah Muralitharan,Off Spin,Length Ball,Leg Stump,Around,Renegades,0,Not Out,,Long On,Daniel Harris,0,1,0,0,Luke Wright,8,5,5,0,0
35522,Right,Luke Wright,1,Pushed,Stars,0,Right,Muttiah Muralitharan,Off Spin,Length Ball,Outside Off,Around,Renegades,0,Not Out,,Deep Cover,Faf du Plessis,0,1,0,0,David Hussey,8,6,6,0,0
35522,Right,Luke Wright,1,Drive,Stars,0,Right,Darren Pattinson,Fast Seam,Length Ball,Middle Stump,Over,Renegades,0,Not Out,,Deep Cover,Daniel Harris,0,1,0,0,David Hussey,9,1,1,0,0
35522,Right,David Hussey,0,Pushed,Stars,0,Right,Darren Pattinson,Fast Seam,Half Volley,Outside Off,Over,Renegades,0,Not Out,,Extra Cover,Ben Rohrer,0,1,0,0,Luke Wright,9,2,2,0,0
35522,Right,David Hussey,0,Steer,Stars,0,Right,Darren Pattinson,Fast Seam,Length Ball,Outside Off,Over,Renegades,0,Not Out,,Wicketkeeper,Peter Nevill,0,1,0,0,Luke Wright,9,3,3,0,0
35522,Right,David Hussey,0,Pushed,Stars,0,Right,Darren Pattinson,Fast Seam,Back of a Length,Outside Off,Over,Renegades,0,Not Out,,Wicketkeeper,Peter Nevill,0,1,0,0,Luke Wright,9,4,4,0,0
35522,Right,David Hussey,1,Pushed,Stars,0,Right,Darren Pattinson,Fast Seam,Back of a Length,Off Stump,Over,Renegades,0,Not Out,,Point,Faf du Plessis,0,1,0,0,Luke Wright,9,5,5,0,0
35522,Right,Luke Wright,0,Slog,Stars,0,Right,Darren Pattinson,Fast Seam,Back of a Length,Outside Off,Over,Renegades,0,Not Out,,Wicketkeeper,Peter Nevill,0,1,0,0,David Hussey,9,6,6,0,0
35522,Right,David Hussey,1,Drive,Stars,0,Right,Muttiah Muralitharan,Off Spin,Half Volley,Outside Off,Around,Renegades,0,Not Out,,Long On,Ben Rohrer,0,1,0,0,Luke Wright,10,1,1,0,0
35522,Right,Luke Wright,0,Forward Defensive,Stars,0,Right,Muttiah Muralitharan,Off Spin,Length Ball,Middle Stump,Around,Renegades,0,Not Out,,Bowler,Muttiah Muralitharan,0,1,0,0,David Hussey,10,2,2,0,0
35522,Right,Luke Wright,1,Pushed,Stars,0,Right,Muttiah Muralitharan,Off Spin,Length Ball,Off Stump,Around,Renegades,0,Not Out,,Cover,Faf du Plessis,0,1,0,0,David Hussey,10,3,3,0,0
35522,Right,David Hussey,1,Worked,Stars,0,Right,Muttiah Muralitharan,Off Spin,Length Ball,Outside Off,Over,Renegades,0,Not Out,,Mid Wicket,Muttiah Muralitharan,0,1,0,0,Luke Wright,10,4,4,0,0
35522,Right,Luke Wright,6,Flick,Stars,1,Right,Muttiah Muralitharan,Off Spin,Length Ball,Middle Stump,Around,Renegades,0,Not Out,,Deep Mid Wicket,,0,1,0,0,David Hussey,10,5,5,0,0
35522,Right,Luke Wright,0,Pushed,Stars,0,Right,Muttiah Muralitharan,Off Spin,Length Ball,Off Stump,Around,Renegades,0,Not Out,,Short Extra Cover,Faf du Plessis,0,1,0,0,David Hussey,10,6,6,0,0
35522,Right,David Hussey,0,No Shot,Stars,0,Right,Daniel Harris,Medium Seam,Length Ball,Wide,Over,Renegades,0,Not Out,,Wicketkeeper,Peter Nevill,0,1,0,0,Luke Wright,11,1,1,0,0
35522,Right,David Hussey,2,Drive,Stars,0,Right,Daniel Harris,Medium Seam,Full Toss,Outside Off,Over,Renegades,0,Not Out,,Deep Cover,Darren Pattinson,0,1,0,0,Luke Wright,11,2,2,0,0
35522,Right,David Hussey,1,Drive,Stars,0,Right,Daniel Harris,Medium Seam,Length Ball,Wide,Over,Renegades,0,Not Out,,Deep Cover,Darren Pattinson,0,1,0,0,Luke Wright,11,3,3,0,0
35522,Right,Luke Wright,2,Drive,Stars,0,Right,Daniel Harris,Medium Seam,Full Toss,Off Stump,Over,Renegades,0,Not Out,,Deep Mid Wicket,Tom Cooper,0,1,0,0,David Hussey,11,4,4,0,0
35522,Right,Luke Wright,1,Drive,Stars,0,Right,Daniel Harris,Medium Seam,Full Toss,Off Stump,Over,Renegades,0,Not Out,,Long On,Tom Cooper,0,1,0,0,David Hussey,11,5,5,0,0
35522,Right,David Hussey,4,Drive,Stars,1,Right,Daniel Harris,Medium Seam,Half Volley,Wide,Over,Renegades,0,Not Out,,Deep Cover,,0,1,0,0,Luke Wright,11,6,6,0,0
35522,Right,Luke Wright,0,Drive,Stars,0,Left,Aaron O'Brien,Orthodox,Length Ball,Off Stump,Around,Renegades,0,Not Out,,Bowler,Aaron O'Brien,0,1,0,0,David Hussey,12,1,1,0,0
35522,Right,Luke Wright,1,Drive,Stars,0,Left,Aaron O'Brien,Orthodox,Length Ball,Middle Stump,Around,Renegades,0,Not Out,,Deep Mid Wicket,Faf du Plessis,0,1,0,0,David Hussey,12,2,2,0,0
35522,Right,David Hussey,1,Cut,Stars,0,Left,Aaron O'Brien,Orthodox,Back of a Length,Off Stump,Around,Renegades,0,Not Out,,Deep Cover,Aaron Finch,0,1,0,0,Luke Wright,12,3,3,0,0
35522,Right,Luke Wright,1,Cut,Stars,0,Left,Aaron O'Brien,Orthodox,Back of a Length,Leg Stump,Around,Renegades,0,Not Out,,Deep Backward Point,Tom Cooper,0,1,0,0,David Hussey,12,4,4,0,0
35522,Right,David Hussey,1,Slog,Stars,0,Left,Aaron O'Brien,Orthodox,Length Ball,Off Stump,Around,Renegades,0,Not Out,,Long On,Faf du Plessis,0,1,0,0,Luke Wright,12,5,5,0,0
35522,Right,Luke Wright,1,Drive,Stars,0,Left,Aaron O'Brien,Orthodox,Length Ball,Outside Off,Around,Renegades,0,Not Out,,Long Off,Tom Cooper,0,1,0,0,David Hussey,12,6,6,0,0
35522,Right,Luke Wright,0,Reverse Sweep,Stars,0,Left,Aaron Finch,Orthodox,Length Ball,Down Leg,Over,Renegades,0,Caught,Striker,Point,Daniel Harris,0,1,0,0,David Hussey,13,1,1,0,0
35522,Right,Cameron White,0,Pushed,Stars,0,Left,Aaron Finch,Orthodox,Length Ball,Off Stump,Around,Renegades,0,Not Out,,Mid Wicket,Faf du Plessis,0,1,0,0,David Hussey,13,2,2,0,0
35522,Right,Cameron White,1,Pushed,Stars,0,Left,Aaron Finch,Orthodox,Back of a Length,Outside Off,Around,Renegades,0,Not Out,,Long On,Tom Cooper,0,1,0,0,David Hussey,13,3,3,0,0
35522,Right,David Hussey,2,Sweep,Stars,0,Left,Aaron Finch,Orthodox,Half Volley,Down Leg,Over,Renegades,0,Not Out,,Deep Backward Square Leg,Aaron O'Brien,0,1,0,0,Cameron White,13,4,4,0,0
35522,Right,David Hussey,1,Pushed,Stars,0,Left,Aaron Finch,Orthodox,Length Ball,Off Stump,Over,Renegades,0,Not Out,,Deep Cover,Nathan Rimmington,0,1,0,0,Cameron White,13,5,5,0,0
35522,Right,Cameron White,1,Pushed,Stars,0,Left,Aaron Finch,Orthodox,Length Ball,Middle Stump,Around,Renegades,0,Not Out,,Long On,Tom Cooper,0,1,0,0,David Hussey,13,6,6,0,0
35522,Right,Cameron White,1,Flick,Stars,0,Right,Muttiah Muralitharan,Off Spin,Length Ball,Middle Stump,Over,Renegades,0,Not Out,,Deep Square Leg,William Sheridan,0,1,0,0,David Hussey,14,1,1,0,0
35522,Right,David Hussey,0,Glance,Stars,0,Right,Muttiah Muralitharan,Off Spin,Length Ball,Middle Stump,Over,Renegades,0,Not Out,,Wicketkeeper,Peter Nevill,0,1,0,0,Cameron White,14,2,2,0,1
35522,Right,David Hussey,1,Drive,Stars,0,Right,Muttiah Muralitharan,Off Spin,Length Ball,Wide,Over,Renegades,0,Not Out,,Deep Cover,Aaron O'Brien,0,1,0,0,Cameron White,14,3,2,0,0
35522,Right,Cameron White,1,Drive,Stars,0,Right,Muttiah Muralitharan,Off Spin,Length Ball,Wide,Over,Renegades,0,Not Out,,Deep Cover,Aaron O'Brien,0,1,0,0,David Hussey,14,4,3,0,0
35522,Right,David Hussey,1,Worked,Stars,0,Right,Muttiah Muralitharan,Off Spin,Length Ball,Off Stump,Over,Renegades,0,Not Out,,Deep Backward Square Leg,Darren Pattinson,0,1,0,0,Cameron White,14,5,4,0,0
35522,Right,Cameron White,2,Flick,Stars,0,Right,Muttiah Muralitharan,Off Spin,Length Ball,Outside Off,Over,Renegades,0,Not Out,,Mid Wicket,Faf du Plessis,0,1,0,0,David Hussey,14,6,5,0,0
35522,Right,Cameron White,1,Flick,Stars,0,Right,Muttiah Muralitharan,Off Spin,Half Volley,Outside Off,Over,Renegades,0,Not Out,,Deep Mid Wicket,William Sheridan,0,1,0,0,David Hussey,14,7,6,0,0
35522,Right,Cameron White,0,Worked,Stars,0,Right,Nathan Rimmington,Fast Seam,Beamer,Middle Stump,Over,Renegades,0,Not Out,,Mid On,Faf du Plessis,0,1,0,0,David Hussey,15,1,1,0,0
35522,Right,Cameron White,6,Flick,Stars,1,Right,Nathan Rimmington,Fast Seam,Length Ball,Outside Off,Over,Renegades,0,Not Out,,Deep Square Leg,,0,1,0,0,David Hussey,15,2,2,0,0
