Game_IDno,Batsman_Hand,Batsman_Name,Batsman_Runs,Batsman_Shot,Batsman_Team,Boundary,Bowler_Hand,Bowler_Name,Bowler_Type,Bowler_Length,Bowler_Line,Bowler_Wckt,Bowler_Team,Bye,Dismissal_Type,Batsman_Dismissed,Field_Position,Fielder_Name,FreeHit,Innings,LegBye,NoBall,NonStriker_Name,OverNum,BallNum,BallNumLgl,PPlay,Wide
36533,Right,Cameron White,0,Forward Defensive,Stars,0,Right,Nathan Rimmington,Fast Seam,Length Ball,Outside Off,Over,Renegades,0,Not Out,,Bowler,Nathan Rimmington,0,1,0,0,Luke Wright,0,1,1,1,0
36533,Right,Cameron White,1,Steer,Stars,0,Right,Nathan Rimmington,Fast Seam,Back of a Length,Outside Off,Over,Renegades,0,Not Out,,Third Man,Muttiah Muralitharan,0,1,0,0,Luke Wright,0,2,2,1,0
36533,Right,Luke Wright,2,Worked,Stars,0,Right,Nathan Rimmington,Fast Seam,Length Ball,Outside Off,Over,Renegades,0,Not Out,,Fine Leg,Jayde Herrick,0,1,0,0,Cameron White,0,3,3,1,0
36533,Right,Luke Wright,0,Cut,Stars,0,Right,Nathan Rimmington,Fast Seam,Back of a Length,Outside Off,Over,Renegades,0,Not Out,,Wicketkeeper,Peter Nevill,0,1,0,0,Cameron White,0,4,4,1,0
36533,Right,Luke Wright,0,Drive,Stars,0,Right,Nathan Rimmington,Fast Seam,Length Ball,Off Stump,Over,Renegades,0,Not Out,,Mid On,William Sheridan,0,1,0,0,Cameron White,0,5,5,1,0
36533,Right,Luke Wright,4,Drive,Stars,1,Right,Nathan Rimmington,Fast Seam,Length Ball,Outside Off,Over,Renegades,0,Not Out,,Deep Cover,,0,1,0,0,Cameron White,0,6,6,1,0
36533,Right,Cameron White,1,Worked,Stars,0,Right,Jayde Herrick,Fast Seam,Half Volley,Middle Stump,Over,Renegades,0,Not Out,,Deep Mid Wicket,Ben Rohrer,0,1,0,0,Luke Wright,1,1,1,1,0
36533,Right,Luke Wright,4,Steer,Stars,1,Right,Jayde Herrick,Fast Seam,Back of a Length,Outside Off,Over,Renegades,0,Not Out,,Third Man,,0,1,0,0,Cameron White,1,2,2,1,0
36533,Right,Luke Wright,0,Flick,Stars,0,Right,Jayde Herrick,Fast Seam,Half Volley,Leg Stump,Over,Renegades,0,Not Out,,Wicketkeeper,Peter Nevill,0,1,0,0,Cameron White,1,3,3,1,1
36533,Right,Luke Wright,0,Drive,Stars,0,Right,Jayde Herrick,Fast Seam,Full Toss,Middle Stump,Over,Renegades,0,Not Out,,Mid On,William Sheridan,0,1,0,0,Cameron White,1,4,3,1,0
36533,Right,Luke Wright,1,Drive,Stars,0,Right,Jayde Herrick,Fast Seam,Half Volley,Middle Stump,Over,Renegades,0,Not Out,,Mid On,William Sheridan,0,1,0,0,Cameron White,1,5,4,1,0
36533,Right,Cameron White,0,Forward Defensive,Stars,0,Right,Jayde Herrick,Fast Seam,Length Ball,Middle Stump,Over,Renegades,0,Not Out,,Silly Mid On,Aaron Finch,0,1,0,0,Luke Wright,1,6,5,1,0
36533,Right,Cameron White,1,Steer,Stars,0,Right,Jayde Herrick,Fast Seam,Back of a Length,Off Stump,Over,Renegades,0,Not Out,,Third Man,Nathan Rimmington,0,1,0,0,Luke Wright,1,7,6,1,0
36533,Right,Cameron White,1,Worked,Stars,0,Left,Aaron O'Brien,Orthodox,Half Volley,Middle Stump,Around,Renegades,0,Not Out,,Deep Mid Wicket,Tom Cooper,0,1,0,0,Luke Wright,2,1,1,1,0
36533,Right,Luke Wright,0,Drive,Stars,0,Left,Aaron O'Brien,Orthodox,Half Volley,Middle Stump,Around,Renegades,0,Not Out,,Cover,Ben Rohrer,0,1,0,0,Cameron White,2,2,2,1,0
