scenario,model_tag,model_kind,link,feature,coef
scaled,M2-Binomialcloglog,M2,,num__Overs_Bowled,7.145405872489508
scaled,M2-Binomialcloglog,M2,,num__Legal_Deliveries,-5.53365184085167
scaled,M2-Binomialcloglog,M2,,num__Runs_Scored,2.4483472574891203
scaled,M2-Binomialcloglog,M2,,num__Runs_Conceded,-1.7124561777940226
scaled,M2-Binomialcloglog,M2,,num__Team_Won,1.6622084142429416
scaled,M2-Binomialcloglog,M2,,num__Balls_Faced,-1.2023092284277064
scaled,M2-Binomialcloglog,M2,,num__Economy_Rate,0.9645954941117778
scaled,M2-Binomialcloglog,M2,,num__Run_Share,0.5298367552616143
scaled,M2-Binomialcloglog,M2,,num__Team_Total_Runs,-0.4364729907873894
scaled,M2-Binomialcloglog,M2,,num__Wickets_Total,0.3889971569654453
scaled,M2-Binomialcloglog,M2,,num__Bowled_Catch,0.3027590808452799
scaled,M2-Binomialcloglog,M2,,num__Wkts_Bowled,0.2844799290207759
scaled,M2-Binomialcloglog,M2,,num__Strike_Rate,-0.2747177986873183
scaled,M2-Binomialcloglog,M2,,num__Team_Batted_First,0.1500957105144391
scaled,M2-Binomialcloglog,M2,,num__Team_Total_Extras,0.1474881151049598
scaled,M2-Binomialcloglog,M2,,num__Fours_Hit,-0.1438260355533815
scaled,M2-Binomialcloglog,M2,,num__LegByes_Thrown,0.1131691715634814
scaled,M2-Binomialcloglog,M2,,num__Total_Returns,0.0869979392085155
scaled,M2-Binomialcloglog,M2,,num__Sixes_Hit,-0.0867600098245027
scaled,M2-Binomialcloglog,M2,,num__Wicket_Impact,0.0626945389178453
scaled,M2-Binomialcloglog,M2,,num__NonStriker_Runs,0.0574642904195152
scaled,M2-Binomialcloglog,M2,,num__NoBalls_Thrown,-0.0313371193365664
scaled,M2-Binomialcloglog,M2,,num__Stumpings,0.0305719298985405
scaled,M2-Binomialcloglog,M2,,num__Catches_Fielder,0.0222485257044225
scaled,M2-Binomialcloglog,M2,,num__Team_Home,0.0091454657713177
scaled,M2-Binomialcloglog,M2,,num__RunOuts,0.0073524609833964
scaled,M2-Binomialcloglog,M2,,num__Dot_Balls,-0.0064953015308448
scaled,M2-Binomialloglog,M2,,num__Overs_Bowled,3.804868121268412
scaled,M2-Binomialloglog,M2,,num__Legal_Deliveries,-2.757099626540814
scaled,M2-Binomialloglog,M2,,num__Runs_Scored,1.4404358429932125
scaled,M2-Binomialloglog,M2,,num__Runs_Conceded,-1.1277703837264643
scaled,M2-Binomialloglog,M2,,num__Team_Won,1.0044964401474483
scaled,M2-Binomialloglog,M2,,num__Balls_Faced,-0.8689870668647336
scaled,M2-Binomialloglog,M2,,num__Economy_Rate,0.5496777381976026
scaled,M2-Binomialloglog,M2,,num__Batter,0.4972766368441056
scaled,M2-Binomialloglog,M2,,num__Run_Share,0.4755432454432494
scaled,M2-Binomialloglog,M2,,num__Bowler,0.3787700219833554
scaled,M2-Binomialloglog,M2,,num__Batted_Inns2,0.3483028753157309
scaled,M2-Binomialloglog,M2,,num__Batted_Inns1,0.2905742634082221
scaled,M2-Binomialloglog,M2,,num__Strike_Rate,-0.2369521177274486
scaled,M2-Binomialloglog,M2,,num__Wicket_Impact,0.2320946462456616
scaled,M2-Binomialloglog,M2,,num__Team_Total_Runs,-0.177560479969739
scaled,M2-Binomialloglog,M2,,num__All_Rounder,0.1343052793264488
scaled,M2-Binomialloglog,M2,,num__Wickets_Total,0.11005804334079
scaled,M2-Binomialloglog,M2,,num__Wkts_Bowled,0.1083728854035675
scaled,M2-Binomialloglog,M2,,num__Team_Batted_First,0.074276389883563
scaled,M2-Binomialloglog,M2,,num__Team_Total_Extras,0.0680353135975502
scaled,M2-Binomialloglog,M2,,num__Fours_Hit,-0.0665571076199264
scaled,M2-Binomialloglog,M2,,num__Bowled_Catch,0.0651759205751885
scaled,M2-Binomialloglog,M2,,num__Catches_Fielder,0.0636784329531997
scaled,M2-Binomialloglog,M2,,num__RunOuts,0.0557062296280424
scaled,M2-Binomialloglog,M2,,num__LegByes_Thrown,0.0429302509011965
scaled,M2-Binomialloglog,M2,,num__Total_Returns,0.0393882754439027
scaled,M2-Binomialloglog,M2,,num__Dot_Balls,0.0314581895933142
scaled,M2-Binomialloglog,M2,,num__NoBalls_Thrown,-0.0183356387083154
scaled,M2-Binomialloglog,M2,,num__Team_Home,-0.0177639811781269
scaled,M2-Binomialloglog,M2,,num__NonStriker_Runs,-0.0158103144846787
scaled,M2-Binomialloglog,M2,,num__Stumpings,0.0065385140664417
scaled,M2-Binomialloglog,M2,,num__Sixes_Hit,0.0001047551437618
scaled,M2-Binomialprobit,M2,,num__Overs_Bowled,4.4028572883844825
scaled,M2-Binomialprobit,M2,,num__Legal_Deliveries,-3.2659712908167755
scaled,M2-Binomialprobit,M2,,num__Runs_Scored,1.6411412357540365
scaled,M2-Binomialprobit,M2,,num__Bowler,1.360283714222632
scaled,M2-Binomialprobit,M2,,num__Runs_Conceded,-1.2117934278928897
scaled,M2-Binomialprobit,M2,,num__Team_Won,1.0989952788270565
scaled,M2-Binomialprobit,M2,,num__Batter,1.0971927537691075
scaled,M2-Binomialprobit,M2,,num__Balls_Faced,-0.9002272935254324
scaled,M2-Binomialprobit,M2,,num__Batted_Inns2,0.8866004846420685
scaled,M2-Binomialprobit,M2,,num__Batted_Inns1,0.8393554966013278
scaled,M2-Binomialprobit,M2,,num__All_Rounder,0.6221123599625065
scaled,M2-Binomialprobit,M2,,num__Economy_Rate,0.6025748253355035
scaled,M2-Binomialprobit,M2,,num__Run_Share,0.435818152968857
scaled,M2-Binomialprobit,M2,,num__Team_Total_Runs,-0.2384707900902108
scaled,M2-Binomialprobit,M2,,num__Strike_Rate,-0.2260503713714319
scaled,M2-Binomialprobit,M2,,num__Wickets_Total,0.1814042783656724
scaled,M2-Binomialprobit,M2,,num__Wicket_Impact,0.1735396994954926
scaled,M2-Binomialprobit,M2,,num__Wkts_Bowled,0.1525083672645387
scaled,M2-Binomialprobit,M2,,num__Bowled_Catch,0.1266116967254463
scaled,M2-Binomialprobit,M2,,num__Team_Batted_First,0.0883793455874982
scaled,M2-Binomialprobit,M2,,num__Team_Total_Extras,0.0882152685698893
scaled,M2-Binomialprobit,M2,,num__Fours_Hit,-0.0754321425394533
scaled,M2-Binomialprobit,M2,,num__LegByes_Thrown,0.0571106078253761
scaled,M2-Binomialprobit,M2,,num__Catches_Fielder,0.0548389805924276
scaled,M2-Binomialprobit,M2,,num__Total_Returns,0.0449502107606323
scaled,M2-Binomialprobit,M2,,num__RunOuts,0.036035490125207
scaled,M2-Binomialprobit,M2,,num__Dot_Balls,0.0280260835990685
scaled,M2-Binomialprobit,M2,,num__NoBalls_Thrown,-0.0256464667261318
scaled,M2-Binomialprobit,M2,,num__Sixes_Hit,-0.0216688769582755
scaled,M2-Binomialprobit,M2,,num__Stumpings,0.0143413849082457
scaled,M2-Binomialprobit,M2,,num__Team_Home,-0.0141652150108983
scaled,M2-Binomialprobit,M2,,num__NonStriker_Runs,-0.0027326652972782
scaled,M2-CondGLMlogit,M2,,num__Team_Won,1.971850043773869
scaled,M2-CondGLMlogit,M2,,num__Runs_Scored,1.85826591920912
scaled,M2-CondGLMlogit,M2,,num__Runs_Conceded,-1.6901288936427394
scaled,M2-CondGLMlogit,M2,,num__Overs_Bowled,1.3193385345698003
scaled,M2-CondGLMlogit,M2,,num__Run_Share,0.789872415564068
scaled,M2-CondGLMlogit,M2,,num__Economy_Rate,0.6215756534101647
scaled,M2-CondGLMlogit,M2,,num__Balls_Faced,-0.5750851584492969
scaled,M2-CondGLMlogit,M2,,num__Team_Total_Runs,-0.4318323276363842
scaled,M2-CondGLMlogit,M2,,num__Wickets_Total,0.397392747083915
scaled,M2-CondGLMlogit,M2,,num__Batter,0.354457943038757
scaled,M2-CondGLMlogit,M2,,num__Wkts_Bowled,0.3182739263109255
scaled,M2-CondGLMlogit,M2,,num__Bowled_Catch,0.2889804719084108
scaled,M2-CondGLMlogit,M2,,num__Legal_Deliveries,0.2865376753274612
scaled,M2-CondGLMlogit,M2,,num__Dot_Balls,-0.2808607398343279
scaled,M2-CondGLMlogit,M2,,num__Strike_Rate,-0.2640867892692959
scaled,M2-CondGLMlogit,M2,,num__Wicket_Impact,0.2287908411878101
scaled,M2-CondGLMlogit,M2,,num__Bowler,0.2118542459895405
scaled,M2-CondGLMlogit,M2,,num__Sixes_Hit,0.1995238362937826
scaled,M2-CondGLMlogit,M2,,num__Batted_Inns2,0.1693889803475213
scaled,M2-CondGLMlogit,M2,,num__Fours_Hit,0.152290440025845
scaled,M2-CondGLMlogit,M2,,num__Team_Total_Extras,0.1441655769061709
scaled,M2-CondGLMlogit,M2,,num__NoBalls_Thrown,-0.1350005778853212
scaled,M2-CondGLMlogit,M2,,num__Batted_Inns1,0.1204186325847045
scaled,M2-CondGLMlogit,M2,,num__LegByes_Thrown,0.1101807194970526
scaled,M2-CondGLMlogit,M2,,num__Team_Batted_First,0.1086783373853269
scaled,M2-CondGLMlogit,M2,,num__Catches_Fielder,0.0898929543130731
scaled,M2-CondGLMlogit,M2,,num__Total_Returns,0.0823203293908197
scaled,M2-CondGLMlogit,M2,,num__All_Rounder,-0.0745043796063068
scaled,M2-CondGLMlogit,M2,,num__RunOuts,0.0429232727892979
scaled,M2-CondGLMlogit,M2,,num__Stumpings,0.0319711532935257
scaled,M2-CondGLMlogit,M2,,num__Team_Home,-0.0281317008736186
scaled,M2-CondGLMlogit,M2,,num__NonStriker_Runs,-0.0277482035919332
zscore,M1-EN,M1,,num__Run_Share,1.9431361073971896
zscore,M1-EN,M1,,num__Team_Won,1.935205017128635
zscore,M1-EN,M1,,num__Runs_Conceded,-1.30242956839739
zscore,M1-EN,M1,,num__All_Rounder,1.1730486737404036
zscore,M1-EN,M1,,num__Wicket_Impact,1.0384812446723355
zscore,M1-EN,M1,,num__Batter,0.992275727032657
zscore,M1-EN,M1,,num__Bowler,0.8198167115284433
zscore,M1-EN,M1,,num__Overs_Bowled,0.7473220134484629
zscore,M1-EN,M1,,num__Strike_Rate,-0.6716089403687537
zscore,M1-EN,M1,,num__Runs_Scored,0.5807448836523437
zscore,M1-EN,M1,,num__Balls_Faced,-0.5353639197395855
zscore,M1-EN,M1,,num__Sixes_Hit,0.4762336103182418
zscore,M1-EN,M1,,num__Dot_Balls,-0.4313387480645692
zscore,M1-EN,M1,,num__Legal_Deliveries,0.4284699751973264
zscore,M1-EN,M1,,num__Fours_Hit,0.3427255588130285
zscore,M1-EN,M1,,num__Batted_Inns2,-0.2649191011087981
zscore,M1-EN,M1,,num__NoBalls_Thrown,-0.2120748470797213
zscore,M1-EN,M1,,num__Team_Total_Extras,0.1531680588983618
zscore,M1-EN,M1,,num__Team_Batted_First,-0.1503081939561457
zscore,M1-EN,M1,,num__Bowled_Catch,-0.1342449308883543
zscore,M1-EN,M1,,num__NonStriker_Runs,-0.0925105475324472
zscore,M1-EN,M1,,num__Wkts_Bowled,0.0816876466398346
zscore,M1-EN,M1,,num__Catches_Fielder,0.0638868045101683
zscore,M1-EN,M1,,num__Economy_Rate,0.0579316546203163
zscore,M1-EN,M1,,num__Total_Returns,0.0508701619550567
zscore,M1-EN,M1,,num__Batted_Inns1,-0.0431157320158953
zscore,M1-EN,M1,,num__Team_Home,-0.0304011554974799
zscore,M1-EN,M1,,num__LegByes_Thrown,-0.0301077138522829
zscore,M1-EN,M1,,num__Stumpings,-0.0215431738951947
zscore,M1-EN,M1,,num__RunOuts,0.0126083975298998
zscore,M1-EN,M1,,num__Team_Total_Runs,-0.0097245596886951
zscore,M1-EN,M1,,num__Wickets_Total,0.0014648596028862
zscore,M1-L1,M1,,num__Run_Share,2.138458959253718
zscore,M1-L1,M1,,num__Team_Won,1.9571058271163824
zscore,M1-L1,M1,,num__Runs_Conceded,-1.25913739062438
zscore,M1-L1,M1,,num__All_Rounder,1.141664726325982
zscore,M1-L1,M1,,num__Overs_Bowled,1.1252915263105272
zscore,M1-L1,M1,,num__Wicket_Impact,1.0419165671173864
zscore,M1-L1,M1,,num__Batter,0.903618393781097
zscore,M1-L1,M1,,num__Bowler,0.8383688688928506
zscore,M1-L1,M1,,num__Strike_Rate,-0.6551413392406548
zscore,M1-L1,M1,,num__Balls_Faced,-0.4885578095987853
zscore,M1-L1,M1,,num__Sixes_Hit,0.4798363278500567
zscore,M1-L1,M1,,num__Dot_Balls,-0.4405498476112893
zscore,M1-L1,M1,,num__Runs_Scored,0.3501071479459806
zscore,M1-L1,M1,,num__Fours_Hit,0.342550331074191
zscore,M1-L1,M1,,num__Batted_Inns2,-0.2291703063687896
zscore,M1-L1,M1,,num__NoBalls_Thrown,-0.2006472569255051
zscore,M1-L1,M1,,num__Team_Total_Extras,0.1540437827790592
zscore,M1-L1,M1,,num__Team_Batted_First,-0.1399280608433273
zscore,M1-L1,M1,,num__Bowled_Catch,-0.1330453654920088
zscore,M1-L1,M1,,num__NonStriker_Runs,-0.0911709322003699
zscore,M1-L1,M1,,num__Wkts_Bowled,0.0805530353202107
zscore,M1-L1,M1,,num__Catches_Fielder,0.062451285927685
zscore,M1-L1,M1,,num__Total_Returns,0.0443884222776195
zscore,M1-L1,M1,,num__Team_Home,-0.029399376654822
zscore,M1-L1,M1,,num__LegByes_Thrown,-0.0273647920631089
zscore,M1-L1,M1,,num__Stumpings,-0.0098153574681003
zscore,M1-L1,M1,,num__RunOuts,0.0082410183771703
zscore,M1-L1,M1,,num__Team_Total_Runs,0.0
zscore,M1-L1,M1,,num__Batted_Inns1,0.0
zscore,M1-L1,M1,,num__Wickets_Total,0.0
zscore,M1-L1,M1,,num__Legal_Deliveries,0.0
zscore,M1-L1,M1,,num__Economy_Rate,0.0
zscore,M1-L2,M1,,num__Team_Won,1.9317446002537295
zscore,M1-L2,M1,,num__Run_Share,1.8128994369737468
zscore,M1-L2,M1,,num__Runs_Conceded,-1.346630514979271
zscore,M1-L2,M1,,num__All_Rounder,1.204991386596476
zscore,M1-L2,M1,,num__Batter,1.0884974418599769
zscore,M1-L2,M1,,num__Wicket_Impact,1.0031058874674446
zscore,M1-L2,M1,,num__Bowler,0.7840082569376864
zscore,M1-L2,M1,,num__Runs_Scored,0.7183150343671346
zscore,M1-L2,M1,,num__Overs_Bowled,0.6852086379786424
zscore,M1-L2,M1,,num__Strike_Rate,-0.6760593822298161
zscore,M1-L2,M1,,num__Balls_Faced,-0.5501420821301901
zscore,M1-L2,M1,,num__Legal_Deliveries,0.5310012169652674
zscore,M1-L2,M1,,num__Sixes_Hit,0.4765868922644669
zscore,M1-L2,M1,,num__Dot_Balls,-0.4297651998341114
zscore,M1-L2,M1,,num__Fours_Hit,0.3475342639598509
zscore,M1-L2,M1,,num__Batted_Inns2,-0.3295137333727601
zscore,M1-L2,M1,,num__NoBalls_Thrown,-0.2196961959299704
zscore,M1-L2,M1,,num__Team_Total_Extras,0.1527130522546463
zscore,M1-L2,M1,,num__Bowled_Catch,-0.1492002249621056
zscore,M1-L2,M1,,num__Team_Batted_First,-0.1488967824791373
zscore,M1-L2,M1,,num__Batted_Inns1,-0.1234865356279705
zscore,M1-L2,M1,,num__Economy_Rate,0.1208393300614017
zscore,M1-L2,M1,,num__NonStriker_Runs,-0.093256697502291
zscore,M1-L2,M1,,num__Wkts_Bowled,0.0725884849316398
zscore,M1-L2,M1,,num__Wickets_Total,0.0662836129497906
zscore,M1-L2,M1,,num__Catches_Fielder,0.0655781925928766
zscore,M1-L2,M1,,num__Total_Returns,0.0558543355151029
zscore,M1-L2,M1,,num__LegByes_Thrown,-0.0327486643924203
zscore,M1-L2,M1,,num__Stumpings,-0.03232937495384
zscore,M1-L2,M1,,num__Team_Home,-0.0314559389629801
zscore,M1-L2,M1,,num__Team_Total_Runs,-0.0266237596100916
zscore,M1-L2,M1,,num__RunOuts,0.0176761959283457
zscore,M2-Binomialcauchit,M2,,num__Team_Won,10.4867354958081
zscore,M2-Binomialcauchit,M2,,num__Run_Share,10.05660540081436
zscore,M2-Binomialcauchit,M2,,num__Overs_Bowled,9.409076517618349
zscore,M2-Binomialcauchit,M2,,num__Legal_Deliveries,-7.377466506133325
zscore,M2-Binomialcauchit,M2,,num__All_Rounder,5.808960565777619
zscore,M2-Binomialcauchit,M2,,num__Batter,5.243149526428399
zscore,M2-Binomialcauchit,M2,,num__Batted_Inns2,-4.480159826318556
zscore,M2-Binomialcauchit,M2,,num__Batted_Inns1,-3.740997061686829
zscore,M2-Binomialcauchit,M2,,num__Wicket_Impact,3.414507857573148
zscore,M2-Binomialcauchit,M2,,num__Runs_Scored,-3.197037772664198
zscore,M2-Binomialcauchit,M2,,num__Runs_Conceded,-2.957704119107801
zscore,M2-Binomialcauchit,M2,,num__Bowler,2.946458231719806
zscore,M2-Binomialcauchit,M2,,num__Sixes_Hit,1.3550281114409417
zscore,M2-Binomialcauchit,M2,,num__Balls_Faced,-1.2774396803975907
zscore,M2-Binomialcauchit,M2,,num__Team_Batted_First,-0.9176840717504468
zscore,M2-Binomialcauchit,M2,,num__Economy_Rate,0.905325880096699
zscore,M2-Binomialcauchit,M2,,num__Fours_Hit,0.6113312866299627
zscore,M2-Binomialcauchit,M2,,num__Catches_Fielder,0.5035399874692105
zscore,M2-Binomialcauchit,M2,,num__Team_Total_Extras,0.4576808743707596
zscore,M2-Binomialcauchit,M2,,num__Bowled_Catch,-0.4406452077377517
zscore,M2-Binomialcauchit,M2,,num__NoBalls_Thrown,-0.426146076517277
zscore,M2-Binomialcauchit,M2,,num__Dot_Balls,-0.4095419532565491
zscore,M2-Binomialcauchit,M2,,num__Strike_Rate,-0.3749336172041476
zscore,M2-Binomialcauchit,M2,,num__Total_Returns,0.2674208024489237
zscore,M2-Binomialcauchit,M2,,num__Team_Home,-0.2537247533629995
zscore,M2-Binomialcauchit,M2,,num__RunOuts,-0.2120874209548097
zscore,M2-Binomialcauchit,M2,,num__Stumpings,-0.2078804922609197
zscore,M2-Binomialcauchit,M2,,num__NonStriker_Runs,0.2078074575005926
zscore,M2-Binomialcauchit,M2,,num__Team_Total_Runs,-0.1505557057358642
zscore,M2-Binomialcauchit,M2,,num__LegByes_Thrown,-0.1395827957867815
zscore,M2-Binomialcauchit,M2,,num__Wickets_Total,0.1335200687220203
zscore,M2-Binomialcauchit,M2,,num__Wkts_Bowled,-0.0947348265281779
zscore,M2-Binomialcloglog,M2,,num__Runs_Scored,1203405791759419.8
zscore,M2-Binomialcloglog,M2,,num__Batter,1107428920435565.2
zscore,M2-Binomialcloglog,M2,,num__Batted_Inns2,-894410241081130.0
zscore,M2-Binomialcloglog,M2,,num__All_Rounder,780023195828867.5
zscore,M2-Binomialcloglog,M2,,num__Runs_Conceded,-617748252383848.1
zscore,M2-Binomialcloglog,M2,,num__Wicket_Impact,608167936567198.4
zscore,M2-Binomialcloglog,M2,,num__Team_Won,582844965551861.8
zscore,M2-Binomialcloglog,M2,,num__Batted_Inns1,-544481951591299.7
zscore,M2-Binomialcloglog,M2,,num__Team_Batted_First,-492160280290202.4
zscore,M2-Binomialcloglog,M2,,num__Legal_Deliveries,429373620910553.25
zscore,M2-Binomialcloglog,M2,,num__Economy_Rate,399254207778800.9
zscore,M2-Binomialcloglog,M2,,num__Sixes_Hit,286920964600593.0
zscore,M2-Binomialcloglog,M2,,num__Run_Share,-267033193844220.3
zscore,M2-Binomialcloglog,M2,,num__Strike_Rate,-252791632026044.9
zscore,M2-Binomialcloglog,M2,,num__Fours_Hit,233601083614831.9
zscore,M2-Binomialcloglog,M2,,num__Overs_Bowled,214140710434236.4
zscore,M2-Binomialcloglog,M2,,num__Wickets_Total,-181021395171584.53
zscore,M2-Binomialcloglog,M2,,num__Dot_Balls,-174643604575843.47
zscore,M2-Binomialcloglog,M2,,num__NonStriker_Runs,-117215230269884.1
zscore,M2-Binomialcloglog,M2,,num__Stumpings,-116233979356188.78
zscore,M2-Binomialcloglog,M2,,num__Bowled_Catch,-71799381225216.1
zscore,M2-Binomialcloglog,M2,,num__Wkts_Bowled,71300731150599.23
zscore,M2-Binomialcloglog,M2,,num__Total_Returns,59347221207540.34
zscore,M2-Binomialcloglog,M2,,num__Team_Total_Runs,42037163466994.64
zscore,M2-Binomialcloglog,M2,,num__NoBalls_Thrown,31857053154321.97
zscore,M2-Binomialcloglog,M2,,num__Team_Home,31464448140286.63
zscore,M2-Binomialcloglog,M2,,num__Bowler,-22496056891319.406
zscore,M2-Binomialcloglog,M2,,num__LegByes_Thrown,-16756647189558.049
zscore,M2-Binomialcloglog,M2,,num__Balls_Faced,-10661282046538.377
zscore,M2-Binomialcloglog,M2,,num__Team_Total_Extras,7219548092989.341
zscore,M2-Binomialcloglog,M2,,num__Catches_Fielder,-6644061104131.512
zscore,M2-Binomialcloglog,M2,,num__RunOuts,6444050098446.859
zscore,M2-Binomialloglog,M2,,num__Overs_Bowled,1.2077741943099043
zscore,M2-Binomialloglog,M2,,num__Team_Won,1.035571086411264
zscore,M2-Binomialloglog,M2,,num__Runs_Conceded,-0.9831688161226322
zscore,M2-Binomialloglog,M2,,num__Run_Share,0.9245353263153137
zscore,M2-Binomialloglog,M2,,num__Batter,0.8981787504346634
zscore,M2-Binomialloglog,M2,,num__All_Rounder,0.7886730449078773
zscore,M2-Binomialloglog,M2,,num__Runs_Scored,0.6525554115439702
zscore,M2-Binomialloglog,M2,,num__Balls_Faced,-0.6281422342976609
zscore,M2-Binomialloglog,M2,,num__Strike_Rate,-0.5365422195470568
zscore,M2-Binomialloglog,M2,,num__Wicket_Impact,0.4147165265134603
zscore,M2-Binomialloglog,M2,,num__Legal_Deliveries,-0.337798036566987
zscore,M2-Binomialloglog,M2,,num__Bowler,0.3198860919576288
zscore,M2-Binomialloglog,M2,,num__Economy_Rate,0.2836069254663836
zscore,M2-Binomialloglog,M2,,num__Sixes_Hit,0.2265923088789754
zscore,M2-Binomialloglog,M2,,num__Batted_Inns2,-0.2182648210859538
zscore,M2-Binomialloglog,M2,,num__Dot_Balls,-0.1983865740680631
zscore,M2-Binomialloglog,M2,,num__Team_Total_Runs,-0.1457394622916946
zscore,M2-Binomialloglog,M2,,num__Fours_Hit,0.144974701862742
zscore,M2-Binomialloglog,M2,,num__Batted_Inns1,-0.1408690248002846
zscore,M2-Binomialloglog,M2,,num__Team_Total_Extras,0.0741523728256675
zscore,M2-Binomialloglog,M2,,num__NoBalls_Thrown,-0.0706894643086898
zscore,M2-Binomialloglog,M2,,num__Bowled_Catch,-0.0572259342012337
zscore,M2-Binomialloglog,M2,,num__Wickets_Total,0.0536665035738255
zscore,M2-Binomialloglog,M2,,num__Catches_Fielder,0.0439066717975812
zscore,M2-Binomialloglog,M2,,num__Total_Returns,0.0425310216086994
zscore,M2-Binomialloglog,M2,,num__RunOuts,0.0420047656017221
zscore,M2-Binomialloglog,M2,,num__NonStriker_Runs,-0.041964413301206
zscore,M2-Binomialloglog,M2,,num__Team_Batted_First,-0.0384077087424454
zscore,M2-Binomialloglog,M2,,num__Wkts_Bowled,0.0376292094394368
zscore,M2-Binomialloglog,M2,,num__LegByes_Thrown,-0.0247910427904831
zscore,M2-Binomialloglog,M2,,num__Stumpings,-0.0197990903777395
zscore,M2-Binomialloglog,M2,,num__Team_Home,-0.0190877480734813
zscore,M2-Binomialprobit,M2,,num__Overs_Bowled,1.2182005180501605
zscore,M2-Binomialprobit,M2,,num__Batter,1.0734750915544755
zscore,M2-Binomialprobit,M2,,num__Team_Won,1.0692556591280935
zscore,M2-Binomialprobit,M2,,num__Runs_Conceded,-1.0373438214573183
zscore,M2-Binomialprobit,M2,,num__Run_Share,0.9905681024305604
zscore,M2-Binomialprobit,M2,,num__All_Rounder,0.8787634065744928
zscore,M2-Binomialprobit,M2,,num__Wicket_Impact,0.5378294729058952
zscore,M2-Binomialprobit,M2,,num__Runs_Scored,0.5235776141619751
zscore,M2-Binomialprobit,M2,,num__Strike_Rate,-0.4648593138613272
zscore,M2-Binomialprobit,M2,,num__Balls_Faced,-0.4456157291736337
zscore,M2-Binomialprobit,M2,,num__Batted_Inns2,-0.3784846866266768
zscore,M2-Binomialprobit,M2,,num__Bowler,0.3607596514780057
zscore,M2-Binomialprobit,M2,,num__Economy_Rate,0.3311293115854175
zscore,M2-Binomialprobit,M2,,num__Batted_Inns1,-0.2815133026075625
zscore,M2-Binomialprobit,M2,,num__Legal_Deliveries,-0.2499701200332333
zscore,M2-Binomialprobit,M2,,num__Sixes_Hit,0.2475862608096607
zscore,M2-Binomialprobit,M2,,num__Dot_Balls,-0.2204791772453107
zscore,M2-Binomialprobit,M2,,num__Fours_Hit,0.1651919578320528
zscore,M2-Binomialprobit,M2,,num__NoBalls_Thrown,-0.0903406706626072
zscore,M2-Binomialprobit,M2,,num__Team_Total_Extras,0.0861437296971227
zscore,M2-Binomialprobit,M2,,num__Bowled_Catch,-0.0675947666330352
zscore,M2-Binomialprobit,M2,,num__Team_Batted_First,-0.0600688987291755
zscore,M2-Binomialprobit,M2,,num__Wkts_Bowled,0.045898355825732
zscore,M2-Binomialprobit,M2,,num__Catches_Fielder,0.041558290193208
zscore,M2-Binomialprobit,M2,,num__NonStriker_Runs,-0.0396925609177678
zscore,M2-Binomialprobit,M2,,num__Total_Returns,0.030279495250718
zscore,M2-Binomialprobit,M2,,num__Team_Total_Runs,-0.0289448056272211
zscore,M2-Binomialprobit,M2,,num__RunOuts,0.0247672236917565
zscore,M2-Binomialprobit,M2,,num__Stumpings,-0.0228754055529492
zscore,M2-Binomialprobit,M2,,num__LegByes_Thrown,-0.020295791912778
zscore,M2-Binomialprobit,M2,,num__Team_Home,-0.0167683206712341
zscore,M2-Binomialprobit,M2,,num__Wickets_Total,-0.0053182822072045
zscore,M2-CondGLMlogit,M2,,num__Team_Won,1.9317446002537295
zscore,M2-CondGLMlogit,M2,,num__Run_Share,1.8128994369737468
zscore,M2-CondGLMlogit,M2,,num__Runs_Conceded,-1.346630514979271
zscore,M2-CondGLMlogit,M2,,num__All_Rounder,1.204991386596476
zscore,M2-CondGLMlogit,M2,,num__Batter,1.0884974418599769
zscore,M2-CondGLMlogit,M2,,num__Wicket_Impact,1.0031058874674446
zscore,M2-CondGLMlogit,M2,,num__Bowler,0.7840082569376864
zscore,M2-CondGLMlogit,M2,,num__Runs_Scored,0.7183150343671346
zscore,M2-CondGLMlogit,M2,,num__Overs_Bowled,0.6852086379786424
zscore,M2-CondGLMlogit,M2,,num__Strike_Rate,-0.6760593822298161
zscore,M2-CondGLMlogit,M2,,num__Balls_Faced,-0.5501420821301901
zscore,M2-CondGLMlogit,M2,,num__Legal_Deliveries,0.5310012169652674
zscore,M2-CondGLMlogit,M2,,num__Sixes_Hit,0.4765868922644669
zscore,M2-CondGLMlogit,M2,,num__Dot_Balls,-0.4297651998341114
zscore,M2-CondGLMlogit,M2,,num__Fours_Hit,0.3475342639598509
zscore,M2-CondGLMlogit,M2,,num__Batted_Inns2,-0.3295137333727601
zscore,M2-CondGLMlogit,M2,,num__NoBalls_Thrown,-0.2196961959299704
zscore,M2-CondGLMlogit,M2,,num__Team_Total_Extras,0.1527130522546463
zscore,M2-CondGLMlogit,M2,,num__Bowled_Catch,-0.1492002249621056
zscore,M2-CondGLMlogit,M2,,num__Team_Batted_First,-0.1488967824791373
zscore,M2-CondGLMlogit,M2,,num__Batted_Inns1,-0.1234865356279705
zscore,M2-CondGLMlogit,M2,,num__Economy_Rate,0.1208393300614017
zscore,M2-CondGLMlogit,M2,,num__NonStriker_Runs,-0.093256697502291
zscore,M2-CondGLMlogit,M2,,num__Wkts_Bowled,0.0725884849316398
zscore,M2-CondGLMlogit,M2,,num__Wickets_Total,0.0662836129497906
zscore,M2-CondGLMlogit,M2,,num__Catches_Fielder,0.0655781925928766
