mean_p,obs,n
1.93181465906495e-05,0.0,906
4.5622344941020176e-05,0.0,906
0.00010036268793315162,0.0,906
0.0002797289135632154,0.0,906
0.0007813219248261095,0.0,906
0.0017869228070179362,0.0,906
0.004418199312454218,0.0,906
0.012791965074800701,0.0033112582781456954,906
0.05130105308364158,0.033112582781456956,906
0.39425917016339257,0.42935982339955847,906
