mean_p,obs,n
1.918429947135139e-10,0.004347826086956522,1150
5.112663359167834e-10,0.0014858841010401188,673
8.058875281399933e-10,0.0,903
1.0072343827384159e-09,0.0,904
1.4246381478054832e-09,0.0,900
8.522458671256017e-08,0.0,906
3.260557766392295e-05,0.0,906
0.0029948499126235787,0.002207505518763797,906
0.0806675687931652,0.06043956043956044,910
0.38342522951819435,0.39800443458980045,902
