mean_p,obs,n
7.951153707201587e-07,0.0,906
5.535932831851357e-06,0.0,906
1.4863905378517517e-05,0.0,906
4.082773298051996e-05,0.0,906
0.00014948362468543742,0.0011037527593818985,906
0.0005562732378639626,0.0,906
0.0018147308447009757,0.0,906
0.0062607439748611346,0.004415011037527594,906
0.0395142809754325,0.03200883002207505,906
0.41742612911505556,0.4282560706401766,906
