mean_p,obs,n
4.442069224363095e-10,0.00470286447199658,2339
4.9999999575e-10,0.005012531328320802,399
9.482483893132965e-10,0.010509554140127388,3140
9.999999810000003e-10,0.007352941176470588,680
0.031928480501915706,0.035759897828863345,1566
0.047619047619047616,0.047619047619047616,252
0.5263157816345031,0.44298245614035087,684
