feature,importance
runs,0.06187408592413535
run_share,0.060281751111735726
won_match,0.029778142263338525
strike_rate,0.029742723989063302
wickets,0.01817621384873136
economy,0.012864591242501833
overs_bowled,0.0037495842131514134
